Date,Year,Month Number,Month Name,Product,Segment,Country,Units Sold,Sale Price,Manufacturing Price,Gross Sales,Discounts,Sales,COGS,Profit,Profit Margin,Total Expenses,Actual Expenses,Net Income,Inventory,Total assets,Liabilities,Equity,Current Ratio,Quick Ratio,Debt-to-Equity Ratio,Return on Assets,Discount Band,COGS ,Gross Sales ,Sales ,Profit ,Units Sold ,Sale Price ,Manufacturing Price ,Discount Band ,Discounts ,Month Name ,Product 
2023-09-19,2023,9,Sep,Delta,Enterprise,USA,9,112.56,49.6,1013.03,70.91,942.12,446.37,495.75,0.5262,210.8,221.75,274.0,50.0,5000.0,2805.76,2194.24,1.71,1.25,1.28,0.0548,5-10%,446.37,1013.03,942.12,495.75,9,112.56,49.6,5-10%,70.91,Sep,Delta
2025-05-05,2025,5,May,Cobalt,Consumer,USA,6,212.88,108.29,1277.25,89.41,1187.85,649.71,538.14,0.453,159.08,149.73,388.41,81.46,5000.0,3154.93,1845.07,1.5,1.19,1.71,0.0777,5-10%,649.71,1277.25,1187.85,538.14,6,212.88,108.29,5-10%,89.41,May,Cobalt
2025-08-20,2025,8,Aug,Alpha,SMB,India,9,171.91,72.96,1547.2,0.0,1547.2,656.61,890.59,0.5756,276.56,294.48,596.12,68.08,5000.0,1912.34,3087.66,1.45,1.18,0.62,0.1192,0-5%,656.61,1547.2,1547.2,890.59,9,171.91,72.96,0-5%,0.0,Aug,Alpha
2024-04-12,2024,4,Apr,Echo,Consumer,USA,14,249.98,106.4,3499.7,0.0,3499.7,1489.65,2010.05,0.5743,966.22,1028.77,981.28,224.65,6512.64,3226.89,3285.75,1.85,1.4,0.98,0.1507,0-5%,1489.65,3499.7,3499.7,2010.05,14,249.98,106.4,0-5%,0.0,Apr,Echo
2024-08-31,2024,8,Aug,Echo,Consumer,USA,7,309.96,144.4,2169.69,151.88,2017.81,1010.79,1007.02,0.4991,448.23,483.98,523.04,208.12,5000.0,2941.87,2058.13,1.78,1.56,1.43,0.1046,5-10%,1010.79,2169.69,2017.81,1007.02,7,309.96,144.4,5-10%,151.88,Aug,Echo
2025-06-23,2025,6,Jun,Flux,Consumer,Canada,9,250.1,94.15,2250.86,562.72,1688.15,847.37,840.78,0.498,446.57,417.6,423.18,95.65,5000.0,3176.92,1823.08,1.33,1.11,1.74,0.0846,20%+,847.37,2250.86,1688.15,840.78,9,250.1,94.15,20%+,562.72,Jun,Flux
2023-08-04,2023,8,Aug,Flux,SMB,USA,12,149.29,68.82,1791.5,0.0,1791.5,825.79,965.71,0.5391,454.77,436.77,528.94,134.98,5000.0,2220.57,2779.43,2.33,1.92,0.8,0.1058,0-5%,825.79,1791.5,1791.5,965.71,12,149.29,68.82,0-5%,0.0,Aug,Flux
2025-05-07,2025,5,May,Cobalt,SMB,USA,8,218.14,108.72,1745.12,52.35,1692.77,869.8,822.97,0.4862,432.46,419.4,403.57,140.65,5000.0,2719.85,2280.15,1.49,1.04,1.19,0.0807,0-5%,869.8,1745.12,1692.77,822.97,8,218.14,108.72,0-5%,52.35,May,Cobalt
2025-02-26,2025,2,Feb,Echo,Consumer,Canada,11,230.07,98.76,2530.73,177.15,2353.58,1086.34,1267.24,0.5384,484.6,446.58,820.66,235.36,5000.0,2606.61,2393.39,2.36,1.87,1.09,0.1641,5-10%,1086.34,2530.73,2353.58,1267.24,11,230.07,98.76,5-10%,177.15,Feb,Echo
2023-09-19,2023,9,Sep,Alpha,Consumer,USA,12,165.71,74.92,1988.55,59.66,1928.89,898.99,1029.91,0.5339,437.73,462.02,567.89,192.49,5000.0,2691.23,2308.77,2.01,1.72,1.17,0.1136,0-5%,898.99,1988.55,1928.89,1029.91,12,165.71,74.92,0-5%,59.66,Sep,Alpha
2023-09-21,2023,9,Sep,Echo,Consumer,USA,13,313.89,120.19,4080.61,0.0,4080.61,1562.47,2518.14,0.6171,1054.84,1139.18,1378.96,237.32,7916.42,4309.66,3606.76,1.79,1.51,1.19,0.1742,0-5%,1562.47,4080.61,4080.61,2518.14,13,313.89,120.19,0-5%,0.0,Sep,Echo
2023-01-07,2023,1,Jan,Delta,Consumer,USA,13,143.5,66.35,1865.52,55.97,1809.56,862.51,947.05,0.5234,219.87,217.39,729.66,139.84,5000.0,2184.59,2815.41,1.65,1.06,0.78,0.1459,0-5%,862.51,1865.52,1809.56,947.05,13,143.5,66.35,0-5%,55.97,Jan,Delta
2025-02-18,2025,2,Feb,Delta,Consumer,USA,12,272.94,105.72,3275.24,98.26,3176.98,1268.64,1908.34,0.6007,845.58,898.65,1009.7,209.28,6341.03,3537.5,2803.53,1.11,0.76,1.26,0.1592,0-5%,1268.64,3275.24,3176.98,1908.34,12,272.94,105.72,0-5%,98.26,Feb,Delta
2023-09-14,2023,9,Sep,Cobalt,Consumer,USA,7,241.8,91.07,1692.63,50.78,1641.85,637.51,1004.34,0.6117,330.76,308.81,695.53,64.88,5000.0,2648.05,2351.95,1.33,0.94,1.13,0.1391,0-5%,637.51,1692.63,1641.85,1004.34,7,241.8,91.07,0-5%,50.78,Sep,Cobalt
2023-07-11,2023,7,Jul,Delta,Consumer,USA,10,353.49,172.34,3534.94,106.05,3428.89,1723.35,1705.54,0.4974,649.43,619.29,1086.26,196.07,5760.01,2170.22,3589.8,0.98,0.56,0.6,0.1886,0-5%,1723.35,3534.94,3428.89,1705.54,10,353.49,172.34,0-5%,106.05,Jul,Delta
2025-01-27,2025,1,Jan,Cobalt,Enterprise,USA,6,320.89,129.07,1925.34,0.0,1925.34,774.42,1150.92,0.5978,393.22,391.07,759.85,127.78,5000.0,1826.93,3173.07,1.66,1.36,0.58,0.152,0-5%,774.42,1925.34,1925.34,1150.92,6,320.89,129.07,0-5%,0.0,Jan,Cobalt
2025-07-20,2025,7,Jul,Alpha,Consumer,Canada,7,177.61,74.22,1243.29,149.19,1094.09,519.52,574.58,0.5252,267.07,276.29,298.28,60.12,5000.0,2509.45,2490.55,1.53,1.06,1.01,0.0597,10-20%,519.52,1243.29,1094.09,574.58,7,177.61,74.22,10-20%,149.19,Jul,Alpha
2025-10-24,2025,10,Oct,Echo,SMB,USA,8,277.61,104.14,2220.85,266.5,1954.35,833.12,1121.22,0.5737,313.28,312.94,808.28,171.56,5000.0,2568.62,2431.38,1.6,1.13,1.06,0.1617,10-20%,833.12,2220.85,1954.35,1121.22,8,277.61,104.14,10-20%,266.5,Oct,Echo
2024-07-06,2024,7,Jul,Flux,Consumer,USA,13,243.84,113.3,3169.92,792.48,2377.44,1472.86,904.57,0.3805,663.62,653.71,250.86,229.75,5000.0,3228.05,1771.95,2.01,1.46,1.82,0.0502,20%+,1472.86,3169.92,2377.44,904.57,13,243.84,113.3,20%+,792.48,Jul,Flux
2025-11-05,2025,11,Nov,Flux,Consumer,USA,6,232.62,117.97,1395.75,348.94,1046.81,707.81,339.0,0.3238,155.07,165.88,173.13,119.63,5000.0,2738.33,2261.67,1.99,1.71,1.21,0.0346,20%+,707.81,1395.75,1046.81,339.0,6,232.62,117.97,20%+,348.94,Nov,Flux
2023-01-08,2023,1,Jan,Echo,Consumer,USA,6,237.36,92.11,1424.14,356.03,1068.1,552.64,515.46,0.4826,149.09,150.8,364.66,68.77,5000.0,2133.4,2866.6,2.3,1.86,0.74,0.0729,20%+,552.64,1424.14,1068.1,515.46,6,237.36,92.11,20%+,356.03,Jan,Echo
2025-07-06,2025,7,Jul,Bravo,Consumer,India,8,179.61,96.39,1436.86,43.11,1393.76,771.09,622.67,0.4468,358.08,355.15,267.51,143.36,5000.0,1943.74,3056.26,1.49,1.18,0.64,0.0535,0-5%,771.09,1436.86,1393.76,622.67,8,179.61,96.39,0-5%,43.11,Jul,Bravo
2024-08-21,2024,8,Aug,Delta,Consumer,India,6,300.07,114.05,1800.41,54.01,1746.4,684.31,1062.09,0.6082,345.54,356.08,706.01,136.27,5000.0,2868.1,2131.9,2.13,1.84,1.35,0.1412,0-5%,684.31,1800.41,1746.4,1062.09,6,300.07,114.05,0-5%,54.01,Aug,Delta
2025-06-08,2025,6,Jun,Flux,SMB,USA,7,270.03,132.98,1890.21,132.31,1757.89,930.84,827.05,0.4705,279.4,266.14,560.92,196.18,5000.0,2007.23,2992.77,1.93,1.39,0.67,0.1122,5-10%,930.84,1890.21,1757.89,827.05,7,270.03,132.98,5-10%,132.31,Jun,Flux
2025-06-16,2025,6,Jun,Echo,Consumer,USA,7,261.67,121.0,1831.67,0.0,1831.67,846.99,984.67,0.5376,394.11,394.8,589.87,148.62,5000.0,2584.19,2415.81,1.11,0.73,1.07,0.118,0-5%,846.99,1831.67,1831.67,984.67,7,261.67,121.0,0-5%,0.0,Jun,Echo
2023-04-16,2023,4,Apr,Bravo,Consumer,Germany,11,254.53,125.43,2799.8,83.99,2715.8,1379.77,1336.04,0.4919,709.42,656.32,679.72,186.33,5000.0,3024.21,1975.79,1.74,1.45,1.53,0.1359,0-5%,1379.77,2799.8,2715.8,1336.04,11,254.53,125.43,0-5%,83.99,Apr,Bravo
2024-02-09,2024,2,Feb,Cobalt,Consumer,USA,11,240.05,98.5,2640.58,0.0,2640.58,1083.52,1557.06,0.5897,716.48,716.04,841.02,112.41,5141.39,3202.46,1938.93,1.81,1.41,1.65,0.1636,0-5%,1083.52,2640.58,2640.58,1557.06,11,240.05,98.5,0-5%,0.0,Feb,Cobalt
2024-08-15,2024,8,Aug,Flux,Consumer,USA,9,303.56,134.87,2732.07,0.0,2732.07,1213.87,1518.2,0.5557,541.49,580.45,937.75,204.33,5197.18,1951.71,3245.46,1.51,1.03,0.6,0.1804,0-5%,1213.87,2732.07,2732.07,1518.2,9,303.56,134.87,0-5%,0.0,Aug,Flux
2025-11-11,2025,11,Nov,Flux,Consumer,USA,6,211.73,77.54,1270.36,152.44,1117.91,465.24,652.68,0.5838,257.2,266.57,386.11,88.01,5000.0,3016.35,1983.65,1.92,1.56,1.52,0.0772,10-20%,465.24,1270.36,1117.91,652.68,6,211.73,77.54,10-20%,152.44,Nov,Flux
2024-08-09,2024,8,Aug,Flux,SMB,USA,9,272.95,105.76,2456.59,294.79,2161.8,951.82,1209.98,0.5597,484.43,451.1,758.88,101.21,5000.0,2315.05,2684.95,0.8,0.5,0.86,0.1518,10-20%,951.82,2456.59,2161.8,1209.98,9,272.95,105.76,10-20%,294.79,Aug,Flux
2025-03-10,2025,3,Mar,Flux,SMB,USA,9,252.78,104.04,2274.98,0.0,2274.98,936.4,1338.58,0.5884,486.53,470.23,868.36,204.22,5000.0,2725.81,2274.19,2.01,1.54,1.2,0.1737,0-5%,936.4,2274.98,2274.98,1338.58,9,252.78,104.04,0-5%,0.0,Mar,Flux
2024-04-07,2024,4,Apr,Alpha,SMB,USA,9,289.48,142.78,2605.34,0.0,2605.34,1285.04,1320.3,0.5068,671.18,656.99,663.31,195.67,5000.0,1957.84,3042.16,1.41,1.05,0.64,0.1327,0-5%,1285.04,2605.34,2605.34,1320.3,9,289.48,142.78,0-5%,0.0,Apr,Alpha
2024-08-30,2024,8,Aug,Alpha,Enterprise,UK,6,187.74,72.09,1126.43,0.0,1126.43,432.56,693.86,0.616,258.53,252.77,441.09,69.0,5000.0,2281.18,2718.82,1.57,1.18,0.84,0.0882,0-5%,432.56,1126.43,1126.43,693.86,6,187.74,72.09,0-5%,0.0,Aug,Alpha
2023-05-03,2023,5,May,Flux,Consumer,USA,9,265.38,133.44,2388.39,286.61,2101.78,1200.98,900.8,0.4286,413.48,388.34,512.47,125.96,5000.0,2573.12,2426.88,2.04,1.74,1.06,0.1025,10-20%,1200.98,2388.39,2101.78,900.8,9,265.38,133.44,10-20%,286.61,May,Flux
2023-11-13,2023,11,Nov,Delta,Consumer,USA,10,337.67,137.92,3376.74,0.0,3376.74,1379.18,1997.56,0.5916,703.24,651.11,1346.45,150.01,6795.23,3450.75,3344.47,1.62,1.11,1.03,0.1981,0-5%,1379.18,3376.74,3376.74,1997.56,10,337.67,137.92,0-5%,0.0,Nov,Delta
2025-02-20,2025,2,Feb,Cobalt,SMB,UK,5,142.77,50.08,713.87,49.97,663.9,250.39,413.5,0.6228,106.45,105.21,308.29,50.63,5000.0,1992.27,3007.73,1.56,1.04,0.66,0.0617,5-10%,250.39,713.87,663.9,413.5,5,142.77,50.08,5-10%,49.97,Feb,Cobalt
2023-06-23,2023,6,Jun,Alpha,SMB,Germany,12,246.78,124.06,2961.41,0.0,2961.41,1488.68,1472.73,0.4973,425.29,397.05,1075.68,318.07,5150.61,1985.15,3165.45,1.7,1.3,0.63,0.2088,0-5%,1488.68,2961.41,2961.41,1472.73,12,246.78,124.06,0-5%,0.0,Jun,Alpha
2023-07-09,2023,7,Jul,Alpha,Consumer,Germany,10,189.06,101.27,1890.58,56.72,1833.86,1012.74,821.12,0.4478,243.3,248.7,572.42,114.45,5000.0,2829.71,2170.29,2.09,1.61,1.3,0.1145,0-5%,1012.74,1890.58,1833.86,821.12,10,189.06,101.27,0-5%,56.72,Jul,Alpha
2024-03-15,2024,3,Mar,Delta,SMB,USA,6,265.1,96.91,1590.57,111.34,1479.23,581.46,897.77,0.6069,276.9,291.8,605.97,126.27,5000.0,2448.31,2551.69,2.07,1.5,0.96,0.1212,5-10%,581.46,1590.57,1479.23,897.77,6,265.1,96.91,5-10%,111.34,Mar,Delta
2025-09-19,2025,9,Sep,Flux,SMB,Germany,11,187.6,79.7,2063.64,0.0,2063.64,876.67,1186.97,0.5752,521.42,535.98,650.99,182.85,5000.0,2112.92,2887.08,1.82,1.61,0.73,0.1302,0-5%,876.67,2063.64,2063.64,1186.97,11,187.6,79.7,0-5%,0.0,Sep,Flux
2025-04-26,2025,4,Apr,Echo,Enterprise,India,9,238.85,110.58,2149.61,64.49,2085.13,995.24,1089.89,0.5227,395.31,363.84,726.05,181.97,5000.0,2023.05,2976.95,1.59,1.16,0.68,0.1452,0-5%,995.24,2149.61,2085.13,1089.89,9,238.85,110.58,0-5%,64.49,Apr,Echo
2025-12-04,2025,12,Dec,Echo,SMB,USA,4,123.62,57.83,494.46,0.0,494.46,231.32,263.14,0.5322,64.75,65.53,197.61,50.0,5000.0,1812.51,3187.49,2.22,1.96,0.57,0.0395,0-5%,231.32,494.46,494.46,263.14,4,123.62,57.83,0-5%,0.0,Dec,Echo
2024-08-04,2024,8,Aug,Delta,Enterprise,USA,5,281.44,132.85,1407.22,0.0,1407.22,664.25,742.97,0.528,227.19,210.62,532.35,101.43,5000.0,2806.51,2193.49,2.51,1.94,1.28,0.1065,0-5%,664.25,1407.22,1407.22,742.97,5,281.44,132.85,0-5%,0.0,Aug,Delta
2023-06-27,2023,6,Jun,Delta,SMB,UK,7,315.27,111.7,2206.86,154.48,2052.38,781.89,1270.49,0.619,562.88,535.72,734.77,113.75,5000.0,2123.56,2876.44,2.12,1.82,0.74,0.147,5-10%,781.89,2206.86,2052.38,1270.49,7,315.27,111.7,5-10%,154.48,Jun,Delta
2024-01-20,2024,1,Jan,Cobalt,Consumer,USA,6,185.34,82.07,1112.05,0.0,1112.05,492.41,619.64,0.5572,148.08,137.63,482.0,93.94,5000.0,3241.39,1758.61,1.99,1.52,1.84,0.0964,0-5%,492.41,1112.05,1112.05,619.64,6,185.34,82.07,0-5%,0.0,Jan,Cobalt
2023-05-11,2023,5,May,Bravo,SMB,USA,8,78.25,27.94,625.98,18.78,607.2,223.55,383.66,0.6318,109.96,105.71,277.95,50.0,5000.0,2573.2,2426.8,1.84,1.47,1.06,0.0556,0-5%,223.55,625.98,607.2,383.66,8,78.25,27.94,0-5%,18.78,May,Bravo
2025-10-05,2025,10,Oct,Flux,Consumer,USA,7,230.11,88.48,1610.77,0.0,1610.77,619.37,991.4,0.6155,271.97,265.18,726.22,128.14,5000.0,1899.45,3100.55,1.91,1.48,0.61,0.1452,0-5%,619.37,1610.77,1610.77,991.4,7,230.11,88.48,0-5%,0.0,Oct,Flux
2023-08-16,2023,8,Aug,Echo,Consumer,USA,6,194.79,90.88,1168.77,35.06,1133.71,545.3,588.41,0.519,179.37,179.39,409.02,118.87,5000.0,2283.86,2716.14,1.48,0.92,0.84,0.0818,0-5%,545.3,1168.77,1133.71,588.41,6,194.79,90.88,0-5%,35.06,Aug,Echo
2023-01-23,2023,1,Jan,Flux,Consumer,USA,12,199.67,84.52,2396.08,287.53,2108.55,1014.29,1094.26,0.519,443.06,435.0,659.26,209.6,5000.0,2107.78,2892.22,1.07,0.65,0.73,0.1319,10-20%,1014.29,2396.08,2108.55,1094.26,12,199.67,84.52,10-20%,287.53,Jan,Flux
2025-01-19,2025,1,Jan,Delta,SMB,Germany,10,205.96,89.22,2059.64,247.16,1812.48,892.16,920.32,0.5078,346.41,362.77,557.55,139.14,5000.0,2742.15,2257.85,2.11,1.88,1.21,0.1115,10-20%,892.16,2059.64,1812.48,920.32,10,205.96,89.22,10-20%,247.16,Jan,Delta
2025-02-13,2025,2,Feb,Alpha,SMB,USA,7,266.95,113.91,1868.65,56.06,1812.59,797.38,1015.2,0.5601,286.86,292.25,722.95,160.87,5000.0,2128.52,2871.48,2.13,1.65,0.74,0.1446,0-5%,797.38,1868.65,1812.59,1015.2,7,266.95,113.91,0-5%,56.06,Feb,Alpha
2023-11-11,2023,11,Nov,Cobalt,SMB,USA,10,102.28,51.46,1022.78,71.59,951.19,514.59,436.6,0.459,233.36,243.9,192.69,52.42,5000.0,2023.79,2976.21,2.06,1.61,0.68,0.0385,5-10%,514.59,1022.78,951.19,436.6,10,102.28,51.46,5-10%,71.59,Nov,Cobalt
2023-12-09,2023,12,Dec,Bravo,SMB,Germany,7,166.06,88.62,1162.42,81.37,1081.05,620.34,460.72,0.4262,246.87,231.33,229.38,120.65,5000.0,2519.75,2480.25,1.43,0.91,1.02,0.0459,5-10%,620.34,1162.42,1081.05,460.72,7,166.06,88.62,5-10%,81.37,Dec,Bravo
2025-10-01,2025,10,Oct,Bravo,Enterprise,UK,6,228.85,89.94,1373.13,343.28,1029.84,539.63,490.22,0.476,200.17,189.99,300.23,54.12,5000.0,3120.92,1879.08,1.63,1.26,1.66,0.06,20%+,539.63,1373.13,1029.84,490.22,6,228.85,89.94,20%+,343.28,Oct,Bravo
2023-04-10,2023,4,Apr,Flux,SMB,USA,11,159.39,61.63,1753.31,0.0,1753.31,677.97,1075.35,0.6133,265.94,277.15,798.19,90.16,5000.0,1855.19,3144.81,1.36,0.87,0.59,0.1596,0-5%,677.97,1753.31,1753.31,1075.35,11,159.39,61.63,0-5%,0.0,Apr,Flux
2025-02-03,2025,2,Feb,Bravo,Consumer,India,12,161.63,64.74,1939.57,58.19,1881.39,776.85,1104.54,0.5871,335.88,325.04,779.5,126.5,5000.0,2574.88,2425.12,2.16,1.63,1.06,0.1559,0-5%,776.85,1939.57,1881.39,1104.54,12,161.63,64.74,0-5%,58.19,Feb,Bravo
2024-06-27,2024,6,Jun,Alpha,SMB,USA,11,282.67,136.11,3109.37,93.28,3016.09,1497.21,1518.88,0.5036,446.84,430.48,1088.4,311.44,5000.0,2373.38,2626.62,2.08,1.52,0.9,0.2177,0-5%,1497.21,3109.37,3016.09,1518.88,11,282.67,136.11,0-5%,93.28,Jun,Alpha
2023-08-25,2023,8,Aug,Cobalt,SMB,Canada,9,272.37,148.17,2451.29,612.82,1838.47,1333.5,504.97,0.2747,403.14,389.32,115.65,220.74,5000.0,2180.98,2819.02,2.48,2.18,0.77,0.0231,20%+,1333.5,2451.29,1838.47,504.97,9,272.37,148.17,20%+,612.82,Aug,Cobalt
2024-11-28,2024,11,Nov,Bravo,Consumer,Germany,8,224.26,113.07,1794.07,125.59,1668.49,904.57,763.92,0.4578,453.05,420.96,342.96,171.19,5000.0,2090.13,2909.87,2.1,1.55,0.72,0.0686,5-10%,904.57,1794.07,1668.49,763.92,8,224.26,113.07,5-10%,125.59,Nov,Bravo
2024-06-07,2024,6,Jun,Alpha,Enterprise,USA,7,350.36,158.07,2452.53,73.58,2378.96,1106.48,1272.48,0.5349,342.06,340.93,931.55,238.71,5000.0,3045.85,1954.15,2.09,1.51,1.56,0.1863,0-5%,1106.48,2452.53,2378.96,1272.48,7,350.36,158.07,0-5%,73.58,Jun,Alpha
2024-03-23,2024,3,Mar,Flux,Consumer,Canada,7,188.82,67.27,1321.75,39.65,1282.09,470.91,811.18,0.6327,170.59,178.56,632.62,70.86,5000.0,2383.8,2616.2,1.92,1.5,0.91,0.1265,0-5%,470.91,1321.75,1282.09,811.18,7,188.82,67.27,0-5%,39.65,Mar,Flux
2023-01-13,2023,1,Jan,Delta,SMB,Canada,11,246.37,135.19,2710.08,0.0,2710.08,1487.11,1222.97,0.4513,382.16,388.7,834.27,246.62,5000.0,1986.33,3013.67,1.45,1.18,0.66,0.1669,0-5%,1487.11,2710.08,2710.08,1222.97,11,246.37,135.19,0-5%,0.0,Jan,Delta
2023-04-11,2023,4,Apr,Bravo,Consumer,USA,10,164.11,70.48,1641.11,0.0,1641.11,704.81,936.3,0.5705,282.98,269.03,667.27,85.79,5000.0,3101.63,1898.37,2.26,2.05,1.63,0.1335,0-5%,704.81,1641.11,1641.11,936.3,10,164.11,70.48,0-5%,0.0,Apr,Bravo
2024-01-23,2024,1,Jan,Alpha,Enterprise,India,4,195.66,72.62,782.65,54.79,727.87,290.47,437.4,0.6009,126.55,121.3,316.1,50.0,5000.0,2565.04,2434.96,2.35,1.92,1.05,0.0632,5-10%,290.47,782.65,727.87,437.4,4,195.66,72.62,5-10%,54.79,Jan,Alpha
2023-05-08,2023,5,May,Echo,SMB,USA,13,235.5,110.22,3061.46,0.0,3061.46,1432.85,1628.61,0.532,677.19,729.64,898.97,162.38,5486.76,3247.61,2239.16,2.16,1.57,1.45,0.1638,0-5%,1432.85,3061.46,3061.46,1628.61,13,235.5,110.22,0-5%,0.0,May,Echo
2024-02-11,2024,2,Feb,Delta,SMB,USA,8,208.86,98.3,1670.92,0.0,1670.92,786.36,884.56,0.5294,446.43,448.72,435.84,142.39,5000.0,1880.45,3119.55,2.27,1.78,0.6,0.0872,0-5%,786.36,1670.92,1670.92,884.56,8,208.86,98.3,0-5%,0.0,Feb,Delta
2023-07-26,2023,7,Jul,Bravo,Consumer,Germany,4,359.08,162.46,1436.32,100.54,1335.78,649.84,685.94,0.5135,256.34,252.46,433.47,129.3,5000.0,2854.66,2145.34,1.29,0.74,1.33,0.0867,5-10%,649.84,1436.32,1335.78,685.94,4,359.08,162.46,5-10%,100.54,Jul,Bravo
2024-08-12,2024,8,Aug,Bravo,Enterprise,USA,12,198.32,91.51,2379.81,285.58,2094.23,1098.13,996.1,0.4756,570.67,547.94,448.16,174.68,5000.0,2528.96,2471.04,1.82,1.3,1.02,0.0896,10-20%,1098.13,2379.81,2094.23,996.1,12,198.32,91.51,10-20%,285.58,Aug,Bravo
2023-11-27,2023,11,Nov,Bravo,SMB,Canada,5,166.92,75.38,834.59,0.0,834.59,376.9,457.68,0.5484,117.87,113.41,344.27,74.31,5000.0,3044.6,1955.4,1.26,0.72,1.56,0.0689,0-5%,376.9,834.59,834.59,457.68,5,166.92,75.38,0-5%,0.0,Nov,Bravo
2024-01-09,2024,1,Jan,Cobalt,SMB,UK,8,190.14,86.59,1521.12,45.63,1475.49,692.7,782.78,0.5305,349.42,335.66,447.12,87.15,5000.0,2068.88,2931.12,1.47,0.91,0.71,0.0894,0-5%,692.7,1521.12,1475.49,782.78,8,190.14,86.59,0-5%,45.63,Jan,Cobalt
2024-04-08,2024,4,Apr,Alpha,Consumer,USA,11,201.18,110.1,2213.01,553.25,1659.76,1211.12,448.64,0.2703,290.12,271.82,176.82,228.42,5000.0,2793.12,2206.88,1.52,1.16,1.27,0.0354,20%+,1211.12,2213.01,1659.76,448.64,11,201.18,110.1,20%+,553.25,Apr,Alpha
2023-02-09,2023,2,Feb,Bravo,SMB,UK,11,184.4,75.19,2028.44,60.85,1967.59,827.07,1140.52,0.5797,418.49,393.81,746.71,164.86,5000.0,2824.45,2175.55,2.07,1.68,1.3,0.1493,0-5%,827.07,2028.44,1967.59,1140.52,11,184.4,75.19,0-5%,60.85,Feb,Bravo
2024-09-27,2024,9,Sep,Flux,Consumer,UK,7,221.36,77.99,1549.55,46.49,1503.06,545.91,957.15,0.6368,240.85,239.12,718.04,61.96,5000.0,2339.19,2660.81,2.35,2.04,0.88,0.1436,0-5%,545.91,1549.55,1503.06,957.15,7,221.36,77.99,0-5%,46.49,Sep,Flux
2023-01-20,2023,1,Jan,Delta,SMB,USA,12,211.91,75.66,2542.91,0.0,2542.91,907.93,1634.99,0.643,670.7,617.48,1017.5,158.15,5000.0,2780.56,2219.44,2.24,1.9,1.25,0.2035,0-5%,907.93,2542.91,2542.91,1634.99,12,211.91,75.66,0-5%,0.0,Jan,Delta
2024-01-03,2024,1,Jan,Bravo,SMB,USA,9,240.17,98.09,2161.52,64.85,2096.67,882.85,1213.82,0.5789,537.27,528.56,685.27,173.71,5000.0,3060.64,1939.36,2.01,1.66,1.58,0.1371,0-5%,882.85,2161.52,2096.67,1213.82,9,240.17,98.09,0-5%,64.85,Jan,Bravo
2024-01-23,2024,1,Jan,Cobalt,Enterprise,USA,10,251.77,104.49,2517.7,0.0,2517.7,1044.94,1472.76,0.585,697.36,689.78,782.98,152.76,5000.0,2869.05,2130.95,1.68,1.11,1.35,0.1566,0-5%,1044.94,2517.7,2517.7,1472.76,10,251.77,104.49,0-5%,0.0,Jan,Cobalt
2023-04-05,2023,4,Apr,Echo,SMB,India,6,269.0,133.58,1614.02,193.68,1420.34,801.5,618.84,0.4357,362.8,340.5,278.34,159.43,5000.0,2752.25,2247.75,1.74,1.34,1.22,0.0557,10-20%,801.5,1614.02,1420.34,618.84,6,269.0,133.58,10-20%,193.68,Apr,Echo
2025-11-21,2025,11,Nov,Bravo,Consumer,USA,10,192.74,73.49,1927.41,231.29,1696.12,734.92,961.2,0.5667,419.9,394.84,566.36,85.22,5000.0,2203.2,2796.8,1.26,0.96,0.79,0.1133,10-20%,734.92,1927.41,1696.12,961.2,10,192.74,73.49,10-20%,231.29,Nov,Bravo
2023-06-06,2023,6,Jun,Delta,Enterprise,USA,5,171.13,75.76,855.67,0.0,855.67,378.78,476.89,0.5573,163.55,165.55,311.34,67.78,5000.0,3056.5,1943.5,2.08,1.68,1.57,0.0623,0-5%,378.78,855.67,855.67,476.89,5,171.13,75.76,0-5%,0.0,Jun,Delta
2024-06-05,2024,6,Jun,Bravo,Consumer,India,7,207.05,106.64,1449.33,43.48,1405.85,746.51,659.34,0.469,313.38,300.74,358.6,146.65,5000.0,1878.76,3121.24,1.99,1.58,0.6,0.0717,0-5%,746.51,1449.33,1405.85,659.34,7,207.05,106.64,0-5%,43.48,Jun,Bravo
2024-09-27,2024,9,Sep,Cobalt,SMB,USA,9,122.56,66.11,1103.06,77.21,1025.84,595.01,430.83,0.42,287.22,288.12,142.71,96.72,5000.0,2099.06,2900.94,1.65,1.19,0.72,0.0285,5-10%,595.01,1103.06,1025.84,430.83,9,122.56,66.11,5-10%,77.21,Sep,Cobalt
2025-10-01,2025,10,Oct,Alpha,SMB,USA,9,133.46,66.37,1201.11,144.13,1056.97,597.36,459.61,0.4348,233.03,224.59,235.02,126.14,5000.0,2525.89,2474.11,1.71,1.31,1.02,0.047,10-20%,597.36,1201.11,1056.97,459.61,9,133.46,66.37,10-20%,144.13,Oct,Alpha
2025-05-12,2025,5,May,Cobalt,SMB,USA,14,138.07,56.68,1933.01,57.99,1875.02,793.51,1081.51,0.5768,313.31,329.36,752.15,87.79,5000.0,2193.45,2806.55,1.85,1.28,0.78,0.1504,0-5%,793.51,1933.01,1875.02,1081.51,14,138.07,56.68,0-5%,57.99,May,Cobalt
