Month,Year,Quarter,Business_Unit,Region,Actual_Revenue,Budget_Revenue,Forecast_Revenue,Actual_COGS,Budget_COGS,Forecast_COGS,Actual_Opex,Budget_Opex,Forecast_Opex,Assets,Operating_Cash_Flow,Headcount
2025-03-01,2025,Q1,Digital,East,768070.51,763243.91,755540.82,277350.11,274767.81,273505.78,273711.5,259502.93,259906.04,1075298.71,158128.52,57
2025-03-01,2025,Q1,Digital,Central,711887.03,683390.94,689176.05,256214.63,246020.74,249481.73,254087.28,232352.92,237076.56,996641.85,147593.59,51
2025-03-01,2025,Q1,Digital,West,724115.67,727636.17,739186.95,261222.55,261949.02,267585.68,257271.8,247396.3,254280.31,1013761.93,151069.6,55
2025-03-01,2025,Q1,Services,East,559441.97,550724.15,544091.06,232252.57,231304.14,229606.43,177338.8,170724.49,170844.59,895107.15,124326.74,52
2025-03-01,2025,Q1,Services,Central,523741.21,496690.09,501098.25,219864.78,208609.84,211463.46,165587.49,153973.93,157344.85,837985.94,102311.1,47
2025-03-01,2025,Q1,Services,West,561479.12,539738.83,547452.38,240309.15,226690.31,231024.9,179462.88,167319.04,171900.05,898366.6,108123.17,50
2025-04-01,2025,Q2,Enterprise,East,1772208.02,1812352.8,1812809.38,850289.41,869929.35,873774.12,479346.28,489335.26,496709.77,3721636.85,327068.56,112
2025-04-01,2025,Q2,Enterprise,Central,1656153.81,1621278.83,1624267.73,781652.62,778213.84,782897.05,473145.84,437745.28,445049.36,3477923.0,294364.72,100
2025-04-01,2025,Q2,Enterprise,West,1700318.27,1763224.82,1744438.37,828409.85,846347.92,840819.29,480090.1,476070.7,477976.11,3570668.37,325708.44,108
2025-04-01,2025,Q2,SMB,East,1063113.42,1051381.43,1051206.97,564702.47,567745.97,569754.18,306822.98,304900.61,309054.85,1807292.81,163437.58,79
2025-04-01,2025,Q2,SMB,Central,985395.78,945850.52,962353.46,545099.63,510759.28,521595.58,291689.28,274296.65,282931.92,1675172.83,117448.36,71
2025-04-01,2025,Q2,SMB,West,987081.4,1011070.17,1025784.41,526934.03,545977.89,555975.15,277613.24,293210.35,301580.62,1678038.38,162286.48,76
2025-04-01,2025,Q2,Digital,East,787145.33,763284.62,771554.43,290446.99,274782.46,279302.7,278141.47,259516.77,265414.72,1102003.46,199959.72,58
2025-04-01,2025,Q2,Digital,Central,703930.03,692600.93,702242.94,245448.15,249336.33,254211.95,250509.36,235484.31,241571.57,985502.04,184241.22,52
2025-04-01,2025,Q2,Digital,West,712259.84,731993.2,744159.98,253588.43,263517.55,269385.91,240882.53,248877.69,255991.03,997163.77,157073.94,55
2025-04-01,2025,Q2,Services,East,577570.3,570929.19,572662.13,237779.19,239790.26,241663.42,183086.99,176988.05,179815.91,924112.48,113787.79,52
2025-04-01,2025,Q2,Services,Central,497280.45,509240.85,511223.05,207297.97,213881.16,215736.13,153710.18,157864.66,160524.04,795648.73,117782.77,47
2025-04-01,2025,Q2,Services,West,554103.84,547663.67,541542.47,226832.29,230018.74,228530.92,167739.59,169775.74,170044.34,886566.15,134576.0,50
2025-05-01,2025,Q2,Enterprise,East,1791119.49,1823560.11,1850525.53,860860.75,875308.85,891953.31,485861.45,492361.23,507044.0,3761350.93,344244.97,112
2025-05-01,2025,Q2,Enterprise,Central,1581450.55,1636465.66,1643577.92,751765.3,785503.52,792204.56,440204.02,441845.73,450340.35,3321046.15,318333.35,101
2025-05-01,2025,Q2,Enterprise,West,1682780.28,1753733.28,1758620.68,813763.01,841791.98,847655.17,434545.38,473507.99,481862.07,3533838.58,339011.41,108
2025-05-01,2025,Q2,SMB,East,1006563.9,1039062.15,1035423.75,540052.92,561093.56,561199.67,280058.18,301328.02,304414.58,1711158.64,162102.59,80
2025-05-01,2025,Q2,SMB,Central,922722.41,929207.59,944693.03,499199.12,501772.1,512023.62,279585.47,269470.2,277739.75,1568628.1,126843.77,71
2025-05-01,2025,Q2,SMB,West,1036251.45,995269.79,982235.34,547645.71,537445.69,532371.56,316714.58,288628.24,288777.19,1761627.47,153399.45,77
2025-05-01,2025,Q2,Digital,East,777164.17,767690.89,780685.94,278893.17,276368.72,282608.31,257595.11,261014.9,268555.96,1088029.84,174290.58,58
2025-05-01,2025,Q2,Digital,Central,706066.73,682102.94,690844.52,260985.33,245557.06,250085.72,251072.45,231915.0,237650.52,988493.42,143106.04,52
2025-05-01,2025,Q2,Digital,West,728999.98,744385.19,752945.03,263623.18,267978.67,272566.1,247767.41,253090.97,259013.09,1020599.97,170182.49,56
2025-05-01,2025,Q2,Services,East,555099.32,561666.97,557491.52,233848.11,235900.13,235261.42,167318.48,174116.76,175052.34,888158.91,126531.22,52
2025-05-01,2025,Q2,Services,Central,506265.1,511411.16,520479.53,217335.89,214792.69,219642.36,163245.74,158537.46,163430.57,810024.16,96431.11,47
2025-05-01,2025,Q2,Services,West,523551.03,537125.71,543629.2,223957.12,225592.8,229411.52,166313.98,166508.97,170699.57,837681.65,100683.56,50
2025-06-01,2025,Q2,Enterprise,East,1815411.88,1807438.0,1841689.06,885479.5,867570.24,887694.13,492824.7,488008.26,504622.8,3812364.95,395508.51,113
2025-06-01,2025,Q2,Enterprise,Central,1637852.3,1608055.31,1629126.43,803318.1,771866.55,785238.94,453384.58,434174.93,446380.64,3439489.84,285935.2,101
2025-06-01,2025,Q2,Enterprise,West,1700807.1,1702133.4,1699796.23,808124.06,817024.03,819301.78,441674.37,459576.02,465744.17,3571694.92,370488.91,108
2025-06-01,2025,Q2,SMB,East,1030124.5,1029927.38,1017115.14,566181.26,556160.79,551276.41,288745.88,298678.94,299031.85,1751211.64,156424.95,80
2025-06-01,2025,Q2,SMB,Central,952652.87,937188.47,944515.46,514461.61,506081.77,511927.38,280679.63,271784.66,277687.54,1619509.87,138352.48,71
2025-06-01,2025,Q2,SMB,West,1008165.32,1008192.17,1029809.54,549397.45,544423.77,558156.77,289994.52,292375.73,302764.01,1713881.05,137571.51,77
2025-06-01,2025,Q2,Digital,East,719944.91,749016.2,741269.56,267371.2,269645.83,268339.58,243559.62,254665.51,254996.73,1007922.87,180350.55,58
2025-06-01,2025,Q2,Digital,Central,658934.85,677738.09,675127.76,236809.14,243985.71,244396.25,224817.14,230430.95,232243.95,922508.79,162690.71,52
2025-06-01,2025,Q2,Digital,West,715094.78,720654.48,719018.75,256453.01,259435.61,260284.79,241810.02,245022.52,247342.45,1001132.69,182046.98,56
2025-06-01,2025,Q2,Services,East,573688.27,562588.1,555817.94,235474.45,236287.0,234555.17,182634.45,174402.31,174526.83,917901.23,120858.62,52
2025-06-01,2025,Q2,Services,Central,513052.58,502669.24,515630.78,220974.45,211121.08,217596.19,158020.64,155827.47,161908.07,820884.13,112145.52,47
2025-06-01,2025,Q2,Services,West,525413.03,530729.84,545880.23,223910.27,222906.53,230361.46,162751.28,164526.25,171406.39,840660.84,116413.64,50
2025-07-01,2025,Q3,Enterprise,East,1757363.98,1782391.99,1785868.67,858618.53,855548.16,860788.7,496271.76,481245.84,489328.01,3690464.35,343721.9,113
2025-07-01,2025,Q3,Enterprise,Central,1636443.0,1590513.02,1615712.55,788252.06,763446.25,778773.45,453917.78,429438.51,442705.24,3436530.31,317264.24,101
2025-07-01,2025,Q3,Enterprise,West,1670510.94,1685240.34,1673632.12,791102.21,808915.36,806690.68,478484.53,455014.89,458575.2,3508072.98,327656.98,109
2025-07-01,2025,Q3,SMB,East,976633.67,1008131.18,996509.87,537104.7,544390.84,540108.35,274467.48,292358.04,292973.9,1660277.23,144292.61,80
2025-07-01,2025,Q3,SMB,Central,958992.35,919131.26,906905.57,514744.78,496330.88,491542.82,288646.37,266548.07,266630.24,1630286.99,116111.15,72
2025-07-01,2025,Q3,SMB,West,946100.33,974131.23,995962.02,518508.91,526030.86,539811.42,285978.99,282498.06,292812.83,1608370.56,106649.43,77
2025-07-01,2025,Q3,Digital,East,738514.1,741416.1,752860.85,261563.81,266909.8,272535.63,252074.03,252081.48,258984.13,1033919.74,174725.61,58
2025-07-01,2025,Q3,Digital,Central,669873.72,669945.54,675995.49,238505.97,241180.4,244710.37,235968.86,227781.48,232542.45,937823.21,159016.23,52
2025-07-01,2025,Q3,Digital,West,715761.56,721690.9,741624.62,267405.25,259808.72,268468.11,244683.37,245374.91,255118.87,1002066.18,158122.37,56
2025-07-01,2025,Q3,Services,East,549614.94,545390.36,560924.2,235916.26,229063.95,236710.01,176996.77,169071.01,176130.2,879383.9,102209.24,53
2025-07-01,2025,Q3,Services,Central,495613.12,486315.78,498150.41,209355.93,204252.63,210219.47,149218.05,150757.89,156419.23,792981.0,121852.25,47
2025-07-01,2025,Q3,Services,West,523250.71,532025.78,542315.3,217197.48,223450.83,228857.06,170139.78,164927.99,170287.0,837201.14,101863.02,51
2025-08-01,2025,Q3,Enterprise,East,1807522.65,1722038.38,1713413.91,867121.62,826578.42,825865.5,485297.33,464950.36,469475.41,3795797.56,330102.2,113
2025-08-01,2025,Q3,Enterprise,Central,1531756.37,1523831.36,1517141.76,756469.61,731439.05,731262.33,412421.39,411434.47,415696.84,3216688.37,263308.72,101
2025-08-01,2025,Q3,Enterprise,West,1746419.76,1680999.25,1704950.52,853258.6,806879.64,821786.15,457785.5,453869.8,467156.44,3667481.49,338450.54,109
2025-08-01,2025,Q3,SMB,East,1031458.56,1006686.82,997873.95,563531.13,543610.88,540847.68,300626.89,291939.18,293374.94,1753479.55,120632.09,80
2025-08-01,2025,Q3,SMB,Central,864030.49,881131.13,901021.2,468536.87,475810.81,488353.49,259051.07,255528.03,264900.23,1468851.83,112640.73,72
2025-08-01,2025,Q3,SMB,West,932324.08,947666.66,946294.25,493424.58,511740.0,512891.48,270928.5,274823.33,278210.51,1584950.94,147609.53,77
2025-08-01,2025,Q3,Digital,East,702839.1,727512.1,746232.15,255492.71,261904.35,270136.04,230877.77,247354.11,256703.86,983974.74,178169.95,58
2025-08-01,2025,Q3,Digital,Central,627258.6,647086.84,649879.5,228312.75,232951.26,235256.38,210267.7,220009.52,223558.55,878162.03,151567.71,52
2025-08-01,2025,Q3,Digital,West,678495.71,704154.11,724475.61,237310.43,253495.48,262260.17,233254.47,239412.4,249219.61,949894.0,170808.0,56
2025-08-01,2025,Q3,Services,East,550287.79,544615.51,546015.4,231243.87,228738.52,230418.5,174479.82,168830.81,171448.84,880460.47,132450.77,53
2025-08-01,2025,Q3,Services,Central,456280.73,476969.66,486739.62,190253.03,200327.26,205404.12,146004.46,147860.6,152836.24,730049.17,101497.82,47
2025-08-01,2025,Q3,Services,West,535354.01,520509.75,520490.66,219041.55,218614.09,219647.06,168304.81,161358.02,163434.07,856566.41,130646.61,51
2025-09-01,2025,Q3,Enterprise,East,1741584.28,1686087.94,1696049.4,846549.5,809322.21,817495.81,482335.38,455243.74,464717.54,3657326.98,364124.49,113
2025-09-01,2025,Q3,Enterprise,Central,1553398.77,1504329.0,1512746.6,738842.29,722077.92,729143.86,402818.34,406168.83,414492.57,3262137.42,312877.33,101
2025-09-01,2025,Q3,Enterprise,West,1693391.62,1615312.12,1628545.18,836056.55,775349.82,784958.77,464481.95,436134.27,446221.38,3556122.4,302757.27,109
2025-09-01,2025,Q3,SMB,East,965585.64,991248.73,992303.26,529432.42,535274.31,537828.37,293512.88,287462.13,291737.16,1641495.59,112170.21,80
2025-09-01,2025,Q3,SMB,Central,863650.66,870789.47,892582.62,472698.46,470226.31,483779.78,263274.51,252528.94,262419.29,1468206.12,101801.12,72
2025-09-01,2025,Q3,SMB,West,964179.04,959744.71,966835.84,532257.75,518262.14,524025.02,283062.02,278325.97,284249.74,1639104.37,131030.34,77
2025-09-01,2025,Q3,Digital,East,696950.21,723808.8,732574.41,257440.08,260571.17,265191.94,240004.72,246094.99,252005.6,975730.29,156460.58,58
2025-09-01,2025,Q3,Digital,Central,648892.44,635488.76,634721.29,235981.52,228775.95,229769.11,221131.82,216066.18,218344.12,908449.41,164537.44,52
2025-09-01,2025,Q3,Digital,West,660380.32,688444.4,705071.48,235865.75,247839.98,255235.88,236379.51,234071.1,242544.59,924532.45,145787.93,56
2025-09-01,2025,Q3,Services,East,564107.57,537352.55,531106.82,239506.15,225688.07,224127.08,174252.45,166579.29,166767.54,902572.11,132340.04,53
2025-09-01,2025,Q3,Services,Central,500753.71,476781.63,472693.27,212217.87,200248.29,199476.56,160961.95,147802.31,148425.69,801205.94,92741.09,47
2025-09-01,2025,Q3,Services,West,519450.69,502928.71,503675.45,217106.61,211230.06,212551.04,163635.97,155907.9,158154.09,831121.11,116656.15,51
2025-10-01,2025,Q4,Enterprise,East,1794902.93,1709622.91,1712598.69,875625.8,820619.0,825472.57,493988.97,461598.19,469252.04,3769296.14,351242.08,114
2025-10-01,2025,Q4,Enterprise,Central,1547971.97,1517684.94,1511967.1,729016.88,728488.77,728768.14,433540.89,409774.93,414278.98,3250741.14,315965.95,102
2025-10-01,2025,Q4,Enterprise,West,1648366.42,1630161.96,1624912.75,782590.86,782477.74,783207.95,447347.18,440143.73,445226.09,3461569.48,384649.92,109
2025-10-01,2025,Q4,SMB,East,1021721.03,976184.1,983118.92,542726.54,527139.41,532850.46,310178.96,283093.39,289036.96,1736925.75,136809.55,81
2025-10-01,2025,Q4,SMB,Central,889660.13,890095.28,880260.25,485514.37,480651.45,477101.05,269892.31,258127.63,258796.51,1512422.22,105243.64,72
2025-10-01,2025,Q4,SMB,West,904525.08,940749.68,949590.57,498551.27,508004.83,514678.09,274560.32,272817.41,279179.63,1537692.64,113325.97,77
2025-10-01,2025,Q4,Digital,East,740837.56,727188.24,742252.91,267611.01,261787.77,268695.55,245692.02,247244.0,255335.0,1037172.59,172970.86,58
2025-10-01,2025,Q4,Digital,Central,657444.0,635802.98,627017.95,238260.7,228889.07,226980.5,222917.79,216173.01,215694.18,920421.6,172857.39,52
2025-10-01,2025,Q4,Digital,West,702904.18,691702.18,684010.24,250263.1,249012.78,247611.71,251631.16,235178.74,235299.52,984065.86,173627.13,56
2025-10-01,2025,Q4,Services,East,546346.69,529448.57,541123.06,223957.08,222368.4,228353.93,178749.01,164129.06,169912.64,874154.71,121874.42,53
2025-10-01,2025,Q4,Services,Central,483788.65,472906.64,473144.59,208429.2,198620.79,199667.02,155493.49,146601.06,148567.4,774061.84,101641.4,47
2025-10-01,2025,Q4,Services,West,530052.84,504031.47,506283.4,228812.42,211693.22,213651.59,158836.9,156249.76,158972.99,848084.54,106066.73,51
2025-11-01,2025,Q4,Enterprise,East,1655712.63,1704344.91,1703526.37,805409.22,818085.56,821099.71,444361.3,460173.13,466766.23,3476996.53,368668.84,114
2025-11-01,2025,Q4,Enterprise,Central,1621881.89,1560111.8,1554303.88,785820.4,748853.67,749174.47,445247.52,421230.19,425879.26,3405951.96,291169.72,102
2025-11-01,2025,Q4,Enterprise,West,1660610.67,1646862.98,1659405.14,784446.8,790494.23,799833.28,475346.83,444653.0,454677.01,3487282.4,300949.01,110
2025-11-01,2025,Q4,SMB,East,1026888.33,999829.66,1012058.83,564691.83,539908.02,548535.88,302838.14,289950.6,297545.3,1745710.16,141039.68,81
2025-11-01,2025,Q4,SMB,Central,842710.93,878239.05,890416.21,457588.71,474249.09,482605.58,250735.07,254689.33,261782.36,1432608.58,117372.64,72
2025-11-01,2025,Q4,SMB,West,972832.21,954787.57,961864.18,529518.67,515585.29,521330.39,278901.41,276888.39,282788.07,1653814.76,149833.71,78
2025-11-01,2025,Q4,Digital,East,752588.94,726809.85,738311.32,267720.93,261651.55,267268.7,248496.73,247115.35,253979.09,1053624.51,173019.66,59
2025-11-01,2025,Q4,Digital,Central,652047.16,649821.45,646040.16,237197.26,233935.72,233866.54,219986.03,220939.29,222237.82,912866.03,168298.59,52
2025-11-01,2025,Q4,Digital,West,733329.22,704394.29,724745.54,257691.83,253581.95,262357.88,248683.82,239494.06,249312.46,1026660.9,188900.32,56
2025-11-01,2025,Q4,Services,East,533788.47,532910.63,531331.2,221226.44,223822.46,224221.77,160619.27,165202.29,166838.0,854061.55,118217.91,53
2025-11-01,2025,Q4,Services,Central,485923.1,478017.77,476187.99,209188.92,200767.46,200951.33,147133.14,148185.51,149523.03,777476.97,101799.96,47
2025-11-01,2025,Q4,Services,West,509515.1,516607.34,526598.77,214482.88,216975.08,222224.68,159703.3,160148.28,165352.01,815224.15,110936.14,51
2025-12-01,2025,Q4,Enterprise,East,1680151.8,1755062.0,1803388.47,808390.85,842429.76,869233.24,482204.57,473866.74,494128.44,3528318.77,297242.77,114
2025-12-01,2025,Q4,Enterprise,Central,1510454.11,1573301.14,1584739.41,741543.59,755184.55,763844.4,419344.05,424791.31,434218.6,3171953.64,284588.13,102
2025-12-01,2025,Q4,Enterprise,West,1767336.48,1699824.16,1707289.37,867662.98,815915.6,822913.47,494545.36,458952.52,467797.29,3711406.62,353584.24,110
2025-12-01,2025,Q4,SMB,East,1010772.11,1015791.98,1026623.04,538803.23,548527.67,556429.69,297770.11,294579.68,301827.17,1718312.58,127984.94,81
2025-12-01,2025,Q4,SMB,Central,941874.68,913164.42,910961.34,521531.42,493108.78,493741.05,281066.67,264817.68,267822.63,1601186.96,103588.67,72
2025-12-01,2025,Q4,SMB,West,989441.33,995023.04,1015690.05,531148.15,537312.44,550504.0,302935.73,288556.68,298612.87,1682050.27,135315.26,78
2025-12-01,2025,Q4,Digital,East,742944.89,738578.23,744120.16,259419.93,265888.16,269371.5,246740.24,251116.6,255977.33,1040122.85,186256.79,59
2025-12-01,2025,Q4,Digital,Central,667167.64,666701.72,674889.96,241116.49,240012.62,244310.17,225395.23,226678.58,232162.15,934034.7,169075.41,53
2025-12-01,2025,Q4,Digital,West,748020.8,709655.7,722620.66,266130.91,255476.05,261588.68,252899.25,241282.94,248581.51,1047229.12,202807.36,56
2025-12-01,2025,Q4,Services,East,563929.52,549706.43,548876.69,242043.89,230876.7,231625.96,174282.83,170408.99,172347.28,902287.24,126165.16,53
2025-12-01,2025,Q4,Services,Central,505387.26,498719.28,509119.55,215728.81,209462.1,214848.45,161037.26,154602.98,159863.54,808619.62,93292.73,48
2025-12-01,2025,Q4,Services,West,555143.62,527850.04,538528.81,237701.51,221697.02,227259.16,175052.9,163633.51,169098.05,888229.79,123064.15,51
2026-01-01,2026,Q1,Enterprise,East,1774248.25,1825262.12,1849549.31,858936.88,876125.82,891482.77,502529.23,492820.77,506776.51,3725921.33,309402.98,115
2026-01-01,2026,Q1,Enterprise,Central,1570225.22,1638797.33,1684141.59,739351.98,786622.72,811756.25,406010.18,442475.28,461454.8,3297472.95,332556.67,102
2026-01-01,2026,Q1,Enterprise,West,1774705.45,1733026.13,1739034.5,866321.19,831852.54,838214.63,506883.61,467917.05,476495.45,3726881.45,359167.84,110
2026-01-01,2026,Q1,SMB,East,1018327.71,1059402.74,1050094.52,543166.72,572077.48,569151.23,293025.31,307226.79,308727.79,1731157.11,155260.72,81
2026-01-01,2026,Q1,SMB,Central,929633.49,942474.46,935682.25,512892.96,508936.21,507139.78,267985.27,273317.59,275090.58,1580376.94,117644.2,73
2026-01-01,2026,Q1,SMB,West,1047780.16,1020142.01,1034371.88,572115.36,550876.68,560629.56,310459.67,295841.18,304105.33,1781226.27,125300.3,78
2026-01-01,2026,Q1,Digital,East,771140.04,762894.17,759170.5,287863.24,274641.9,274819.72,259819.01,259384.02,261154.65,1079596.06,173805.65,59
2026-01-01,2026,Q1,Digital,Central,699556.07,682161.74,681661.61,249789.7,245578.23,246761.5,249049.66,231934.99,234491.59,979378.49,176446.25,53
2026-01-01,2026,Q1,Digital,West,710330.61,734429.13,745774.59,254207.47,264394.49,269970.4,253875.58,249705.9,256546.46,994462.85,178721.21,57
2026-01-01,2026,Q1,Services,East,594526.07,574165.26,573057.33,247012.73,241149.41,241830.19,189906.04,177991.23,179940.0,951241.71,124395.14,53
2026-01-01,2026,Q1,Services,Central,496423.8,506222.04,509542.13,205149.01,212613.26,215026.78,155955.18,156928.83,159996.23,794278.09,122681.41,48
2026-01-01,2026,Q1,Services,West,530928.35,548067.92,555031.38,224719.46,230188.53,234223.24,162078.48,169901.05,174279.85,849485.36,123082.59,51
2026-02-01,2026,Q1,Enterprise,East,1913763.22,1878458.61,1854718.84,916206.17,901660.14,893974.48,534936.52,507183.83,508192.96,4018902.77,342389.61,115
2026-02-01,2026,Q1,Enterprise,Central,1618409.4,1693750.57,1710291.51,796510.86,813000.27,824360.51,437305.91,457312.65,468619.87,3398659.75,348827.99,103
2026-02-01,2026,Q1,Enterprise,West,1830721.3,1825709.99,1814711.04,902658.67,876340.8,874690.72,489965.15,492941.7,497230.82,3844514.72,372023.43,110
2026-02-01,2026,Q1,SMB,East,1030579.63,1097591.92,1109485.43,558485.49,592699.64,601341.1,308858.05,318301.66,326188.72,1751985.36,148109.64,81
2026-02-01,2026,Q1,SMB,Central,931171.69,982760.24,1007035.42,495914.58,530690.53,545813.2,284555.87,285000.47,296068.41,1582991.88,138559.9,73
2026-02-01,2026,Q1,SMB,West,1018515.49,1039791.29,1068018.91,563254.77,561487.3,578866.25,311442.88,301539.47,313997.56,1731476.33,128767.11,78
2026-02-01,2026,Q1,Digital,East,789933.08,780723.52,772782.42,295085.7,281060.47,279747.24,265841.59,265446.0,265837.15,1105906.32,210186.07,59
2026-02-01,2026,Q1,Digital,Central,713417.46,710298.37,729643.5,264055.46,255707.41,264130.95,244017.75,241501.44,250997.36,998784.44,155766.4,53
2026-02-01,2026,Q1,Digital,West,731686.44,753345.56,757602.83,259521.05,271204.4,274252.22,244080.33,256137.49,260615.37,1024361.02,197823.55,57
2026-02-01,2026,Q1,Services,East,581171.56,588958.7,600194.69,239769.81,247362.65,253282.16,188116.17,182577.2,188461.13,929874.5,137866.37,53
2026-02-01,2026,Q1,Services,Central,518076.29,527826.27,521969.08,220389.99,221687.03,220270.95,157258.66,163626.14,163898.29,828922.07,105057.06,48
2026-02-01,2026,Q1,Services,West,533402.65,558651.04,556827.24,220894.6,234633.44,234981.09,171015.66,173181.82,174843.75,853444.23,128872.25,51
2026-03-01,2026,Q1,Enterprise,East,1961593.51,1909486.95,1881827.28,951364.55,916553.73,907040.75,546859.04,515561.48,515620.67,4119346.37,339383.65,115
2026-03-01,2026,Q1,Enterprise,Central,1675624.86,1699967.31,1705481.58,806085.36,815984.31,822042.12,477307.69,458991.17,467301.95,3518812.2,337598.39,103
2026-03-01,2026,Q1,Enterprise,West,1776141.37,1837245.25,1885428.6,844858.9,881877.72,908776.59,490994.32,496056.22,516607.44,3729896.87,336303.41,111
2026-03-01,2026,Q1,SMB,East,1037631.66,1097652.91,1118122.02,564211.4,592732.57,606022.13,301406.44,318319.34,328727.87,1763973.83,142745.14,82
2026-03-01,2026,Q1,SMB,Central,976583.71,992713.55,1007489.35,521181.93,536065.32,546059.23,278740.39,287886.93,296201.87,1660192.31,153862.87,73
2026-03-01,2026,Q1,SMB,West,1012795.23,1079523.8,1085033.32,553287.92,582942.85,588088.06,283930.13,313061.9,318999.8,1721751.88,146226.59,78
2026-03-01,2026,Q1,Digital,East,808199.4,800383.72,806584.22,293287.68,288138.14,291983.49,268722.72,272130.46,277464.97,1131479.16,193411.87,59
2026-03-01,2026,Q1,Digital,Central,702274.61,726523.04,722340.5,255039.34,261548.3,261487.26,232262.05,247017.83,248485.13,983184.46,176724.12,53
2026-03-01,2026,Q1,Digital,West,787644.77,787374.52,793749.22,283455.05,283454.83,287337.22,259711.77,267707.34,273049.73,1102702.68,198632.39,57
2026-03-01,2026,Q1,Services,East,604519.96,603115.9,604815.3,259476.76,253308.68,255232.06,193672.56,186965.93,189912.0,967231.94,126494.73,54
2026-03-01,2026,Q1,Services,Central,508949.6,527708.1,521306.57,220806.37,221637.4,219991.37,165936.65,163589.51,163690.26,814319.36,89675.66,48
2026-03-01,2026,Q1,Services,West,543412.88,582327.82,584307.15,232577.06,244577.68,246577.62,174421.86,180521.62,183472.45,869460.61,124909.72,51
2026-04-01,2026,Q2,Enterprise,East,1946704.02,1952490.82,2010437.91,930416.42,937195.59,969031.07,553036.44,527172.52,550859.99,4088078.43,417553.04,115
2026-04-01,2026,Q2,Enterprise,Central,1774186.83,1733835.22,1759462.46,855196.74,832240.91,848060.91,492524.95,468135.51,482092.71,3725792.35,336717.25,103
2026-04-01,2026,Q2,Enterprise,West,1868049.01,1851889.7,1868182.47,909598.48,888907.06,900463.95,494436.53,500010.22,511882.0,3922902.93,334412.41,111
2026-04-01,2026,Q2,SMB,East,1090320.62,1107108.48,1124055.54,591123.41,597838.58,609238.1,320508.48,321061.46,330472.33,1853545.05,158080.94,82
2026-04-01,2026,Q2,SMB,Central,987543.94,997906.23,995315.9,545492.28,538869.36,539461.22,296017.01,289392.81,292622.88,1678824.7,108440.8,73
2026-04-01,2026,Q2,SMB,West,1087078.77,1090432.88,1111666.23,598956.13,588833.75,602523.1,302718.14,316225.53,326829.87,1848033.91,141132.93,79
2026-04-01,2026,Q2,Digital,East,777194.92,810965.44,820616.19,284675.18,291947.56,297063.06,256054.86,275728.25,282291.97,1088072.88,205277.1,59
2026-04-01,2026,Q2,Digital,Central,716850.18,732650.57,728824.02,265562.16,263754.21,263834.3,236340.72,249101.19,250715.46,1003590.25,176424.27,53
2026-04-01,2026,Q2,Digital,West,813230.27,784533.12,798590.61,289747.03,282431.92,289089.8,281326.87,266741.26,274715.17,1138522.38,206924.16,57
2026-04-01,2026,Q2,Services,East,592623.95,601540.93,596395.78,251963.27,252647.19,251679.02,180531.79,186477.69,187268.27,948198.32,124916.57,54
2026-04-01,2026,Q2,Services,Central,560940.04,534303.91,547440.91,242158.39,224407.64,231020.06,177694.47,165634.21,171896.44,897504.07,113637.28,48
2026-04-01,2026,Q2,Services,West,612059.02,581678.52,597599.87,260403.51,244304.98,252187.15,196822.35,180320.34,187646.36,979294.44,121350.0,52
2026-05-01,2026,Q2,Enterprise,East,1879113.06,1937386.23,1941146.13,916283.37,929945.39,935632.43,511505.03,523094.28,531874.04,3946137.42,401619.45,116
2026-05-01,2026,Q2,Enterprise,Central,1772911.84,1728392.46,1765137.95,871888.38,829628.38,850796.49,487323.07,466665.96,483647.8,3723114.86,377938.98,103
2026-05-01,2026,Q2,Enterprise,West,1812360.24,1871481.7,1863862.21,857766.09,898311.22,898381.59,502750.86,505300.06,510698.25,3805956.49,408667.5,111
2026-05-01,2026,Q2,SMB,East,1093341.89,1133882.26,1153845.75,582699.32,612296.42,625384.39,312754.65,328825.86,339230.65,1858681.21,169141.61,82
2026-05-01,2026,Q2,SMB,Central,1050424.0,1007734.32,1001151.14,575426.58,544176.53,542623.92,314842.7,292242.95,294338.43,1785720.81,133211.91,73
2026-05-01,2026,Q2,SMB,West,1124030.04,1078778.11,1078760.2,621456.55,582540.18,584688.03,312997.42,312845.65,317155.5,1910851.06,172027.38,79
2026-05-01,2026,Q2,Digital,East,803773.66,831434.12,856361.13,289721.78,299316.28,310002.73,269487.46,282687.6,294588.23,1125283.12,205649.4,59
2026-05-01,2026,Q2,Digital,Central,761491.18,727646.42,734809.06,280353.15,261952.71,266000.88,258465.22,247399.78,252774.32,1066087.65,184090.29,53
2026-05-01,2026,Q2,Digital,West,770693.16,785494.89,791839.14,278165.67,282778.16,286645.77,255067.26,267068.26,272392.66,1078970.42,217576.19,57
2026-05-01,2026,Q2,Services,East,627234.47,603706.16,619489.98,261957.16,253556.59,261424.77,194704.81,187148.91,194519.85,1003575.15,142002.45,54
2026-05-01,2026,Q2,Services,Central,520120.83,536432.53,534680.99,224850.17,225301.66,225635.38,164032.74,166294.08,167889.83,832193.34,105451.72,48
2026-05-01,2026,Q2,Services,West,568268.97,575178.86,576382.59,244166.67,241575.12,243233.45,177856.28,178305.45,180984.13,909230.35,124443.9,52
2026-06-01,2026,Q2,Enterprise,East,1940384.75,1929324.56,1971714.98,956860.41,926075.79,950366.62,537973.29,520917.63,540249.9,4074807.98,364513.83,116
