OrderID,OrderDate,SellerID,SellerName,SellerTier,Region,Category,Units,UnitPrice,GMV,TakeRate,MarketplaceRevenue,RefundFlag,RefundAmount,PaymentFee,SupportCost,FulfillmentCost,PromoCost,ContributionMargin
500432,2025-03-24,1068,Seller 1068,Bronze,South,Sports,2,2023.7999999999997,2644.8,0.1389,367.36,0,0.0,48.93,11.9,22.48,27.77,256.28
500433,2025-03-28,1080,Seller 1080,Bronze,South,Beauty,2,1184.3999999999999,1548.0,0.1413,218.73,0,0.0,28.64,6.97,13.16,16.25,153.72
500434,2025-03-29,1072,Seller 1072,Bronze,South,Sports,3,1696.2,3325.2,0.1198,398.36,0,0.0,61.52,14.96,28.26,34.91,258.7
500435,2025-03-22,1022,Seller 1022,Gold,East,Sports,1,4574.4,5544.6,0.1393,772.36,0,0.0,102.58,24.95,47.13,58.22,539.49
500436,2025-03-16,1049,Seller 1049,Silver,West,Home & Kitchen,2,2894.4,5369.4,0.1422,763.53,0,0.0,99.33,24.16,45.64,56.38,538.01
500437,2025-03-02,1041,Seller 1041,Silver,West,Apparel,1,3847.2000000000003,3568.8,0.1105,394.35,0,0.0,66.02,16.06,30.33,37.47,244.46
500438,2025-03-12,1012,Seller 1012,Platinum,East,Sports,1,3976.8,6497.4,0.1295,841.41,0,0.0,120.2,29.24,55.23,68.22,568.52
500439,2025-03-13,1047,Seller 1047,Silver,East,Home & Kitchen,3,1347.0,3747.6,0.1414,529.91,0,0.0,69.33,16.86,31.85,39.35,372.51
500440,2025-03-11,1058,Seller 1058,Bronze,East,Beauty,2,1170.6000000000001,1530.0,0.1412,216.04,0,0.0,28.3,6.88,13.01,16.07,151.78
500441,2025-03-25,1071,Seller 1071,Bronze,Central,Sports,2,2173.2,2840.4,0.1199,340.56,0,0.0,52.55,12.78,24.14,29.82,221.27
500442,2025-03-27,1053,Seller 1053,Silver,Central,Beauty,2,1232.3999999999999,2286.6,0.1553,355.11,0,0.0,42.3,10.29,19.44,24.01,259.07
500443,2025-03-26,1025,Seller 1025,Gold,Central,Pet Supplies,3,1201.8000000000002,4370.4,0.1422,621.47,0,0.0,80.85,19.67,37.15,45.89,437.91
500444,2025-03-19,1058,Seller 1058,Bronze,East,Beauty,1,2506.8,1638.0,0.1561,255.69,0,0.0,30.3,7.37,13.92,17.2,186.9
500445,2025-03-28,1056,Seller 1056,Bronze,West,Apparel,3,1035.0,2029.2,0.1298,263.39,0,0.0,37.54,9.13,17.25,21.31,178.16
500446,2025-03-21,1017,Seller 1017,Gold,East,Electronics,1,7905.599999999999,9583.2,0.1207,1156.69,0,0.0,177.29,43.12,81.46,100.62,754.2
500447,2025-03-24,1032,Seller 1032,Silver,West,Pet Supplies,4,630.0,2336.4,0.1309,305.83,0,0.0,43.22,10.51,19.86,24.53,207.71
500448,2025-03-08,1066,Seller 1066,Bronze,South,Home & Kitchen,2,1714.8,2241.0,0.1401,313.96,0,0.0,41.46,10.08,19.05,23.53,219.84
500449,2025-03-07,1027,Seller 1027,Gold,West,Apparel,2,2193.6000000000004,5317.8,0.1241,659.94,0,0.0,98.38,23.93,45.2,55.84,436.59
500450,2025-03-23,1065,Seller 1065,Bronze,South,Home & Kitchen,1,4450.2,2908.2,0.1413,410.93,0,0.0,53.8,13.09,24.72,30.54,288.78
500451,2025-03-14,1054,Seller 1054,Silver,South,Home & Kitchen,3,1339.2,3726.6,0.1441,537.0,1,2228.4,68.94,16.77,31.68,39.13,335.92
500452,2025-03-06,1019,Seller 1019,Gold,East,Apparel,3,1364.3999999999999,4961.4,0.1269,629.6,0,0.0,91.79,22.33,42.17,52.09,421.22
500453,2025-03-29,1008,Seller 1008,Platinum,West,Electronics,2,5468.4,17868.0,0.1138,2033.38,0,0.0,330.56,80.41,151.88,187.61,1282.92
500454,2025-03-24,1072,Seller 1072,Bronze,South,Pet Supplies,2,1362.0,1780.2,0.1323,235.52,0,0.0,32.93,8.01,15.13,18.69,160.75
500455,2025-03-08,1007,Seller 1007,Platinum,South,Apparel,1,4110.6,6716.4,0.1244,835.52,1,5941.2,124.25,30.22,57.09,70.52,434.61
500456,2025-03-19,1080,Seller 1080,Bronze,South,Apparel,3,687.0,1347.0,0.1249,168.24,0,0.0,24.92,6.06,11.45,14.14,111.67
500457,2025-03-07,1078,Seller 1078,Bronze,East,Home & Kitchen,2,2205.0,2881.8,0.1338,385.58,0,0.0,53.31,12.97,24.5,30.26,264.55
500458,2025-03-02,1066,Seller 1066,Bronze,South,Home & Kitchen,3,1720.2,3373.2,0.1293,436.15,0,0.0,62.4,15.18,28.67,35.42,294.48
500459,2025-03-22,1043,Seller 1043,Silver,West,Sports,2,2240.4,4155.6,0.1383,574.72,0,0.0,76.88,18.7,35.32,43.63,400.18
500460,2025-03-09,1079,Seller 1079,Bronze,South,Beauty,1,2656.2000000000003,1735.8,0.1416,245.79,0,0.0,32.11,7.81,14.75,18.23,172.89
500461,2025-03-30,1024,Seller 1024,Gold,West,Pet Supplies,2,1416.6,3434.4,0.133,456.78,0,0.0,63.54,15.45,29.19,36.06,312.53
500462,2025-03-19,1028,Seller 1028,Gold,Central,Sports,2,2545.8,6171.0,0.1388,856.53,0,0.0,114.16,27.77,52.45,64.8,597.35
500463,2025-03-03,1002,Seller 1002,Platinum,Central,Home & Kitchen,2,2700.6,8823.6,0.1384,1221.19,0,0.0,163.24,39.71,75.0,92.65,850.6
500464,2025-03-26,1042,Seller 1042,Silver,East,Pet Supplies,2,1442.3999999999999,2676.6,0.1262,337.79,1,2094.6,49.52,12.04,22.75,28.1,183.48
500465,2025-03-04,1048,Seller 1048,Silver,East,Electronics,1,8655.599999999999,8028.6,0.1201,964.23,0,0.0,148.53,36.13,68.24,84.3,627.03
500466,2025-04-25,1013,Seller 1013,Gold,West,Electronics,3,2665.2000000000003,9152.4,0.1132,1036.05,0,0.0,169.32,41.19,77.8,96.1,651.65
500467,2025-04-14,1028,Seller 1028,Gold,Central,Apparel,2,1741.2,3985.8,0.1279,509.78,0,0.0,73.74,17.94,33.88,41.85,342.38
500468,2025-04-09,1010,Seller 1010,Platinum,West,Home & Kitchen,4,1323.0,8164.2,0.1239,1011.54,0,0.0,151.04,36.74,69.4,85.72,668.65
500469,2025-04-11,1072,Seller 1072,Bronze,South,Home & Kitchen,3,860.4,1593.0,0.1328,211.55,0,0.0,29.47,7.17,13.54,16.73,144.64
500470,2025-04-02,1003,Seller 1003,Platinum,East,Pet Supplies,2,1578.6,4870.2,0.1373,668.68,0,0.0,90.1,21.92,41.4,51.14,464.13
500471,2025-04-30,1010,Seller 1010,Platinum,West,Home & Kitchen,1,4914.0,7581.6,0.1395,1057.63,0,0.0,140.26,34.12,64.44,79.61,739.21
500472,2025-04-26,1057,Seller 1057,Bronze,South,Electronics,2,4193.4,5175.6,0.1168,604.51,0,0.0,95.75,23.29,43.99,54.34,387.13
500473,2025-04-21,1070,Seller 1070,Bronze,West,Electronics,2,3913.2,4829.4,0.1343,648.59,0,0.0,89.34,21.73,41.05,50.71,445.75
500474,2025-04-18,1048,Seller 1048,Silver,East,Electronics,1,8407.8,7364.4,0.116,854.27,0,0.0,136.24,33.14,62.6,77.33,544.97
500475,2025-04-28,1071,Seller 1071,Bronze,Central,Beauty,2,1656.6,2044.2,0.1504,307.45,0,0.0,37.82,9.2,17.38,21.46,221.59
500476,2025-04-19,1066,Seller 1066,Bronze,South,Home & Kitchen,3,2139.0,3960.0,0.1291,511.24,0,0.0,73.26,17.82,33.66,41.58,344.92
500477,2025-04-24,1007,Seller 1007,Platinum,South,Sports,1,4671.0,7206.6,0.123,886.41,0,0.0,133.32,32.43,61.26,75.67,583.73
500478,2025-04-29,1075,Seller 1075,Bronze,East,Electronics,2,4668.6,5761.8,0.1287,741.54,0,0.0,106.59,25.93,48.98,60.5,499.55
500479,2025-04-12,1025,Seller 1025,Gold,Central,Pet Supplies,1,3225.6,3691.8,0.1273,469.97,0,0.0,68.3,16.61,31.38,38.76,314.91
500480,2025-04-27,1041,Seller 1041,Silver,West,Home & Kitchen,3,1648.8,4333.2,0.1283,555.95,0,0.0,80.16,19.5,36.83,45.5,373.96
500481,2025-04-18,1047,Seller 1047,Silver,East,Sports,2,1536.0,2691.0,0.1271,342.03,0,0.0,49.78,12.11,22.87,28.26,229.0
500482,2025-04-09,1014,Seller 1014,Gold,East,Apparel,1,3473.4,3976.2,0.1286,511.34,0,0.0,73.56,17.89,33.8,41.75,344.34
500483,2025-04-25,1010,Seller 1010,Platinum,West,Home & Kitchen,3,1159.8,5366.4,0.1382,741.64,0,0.0,99.28,24.15,45.61,56.35,516.25
500484,2025-04-05,1076,Seller 1076,Bronze,Central,Home & Kitchen,3,1710.0,3165.6,0.1445,457.43,0,0.0,58.56,14.25,26.91,33.24,324.47
500485,2025-04-03,1047,Seller 1047,Silver,East,Sports,3,1213.1999999999998,3187.8,0.1366,435.45,0,0.0,58.97,14.35,27.1,33.47,301.57
500486,2025-04-25,1051,Seller 1051,Silver,East,Sports,3,1537.8,4041.0,0.1391,562.1,0,0.0,74.76,18.18,34.35,42.43,392.38
500487,2025-04-24,1066,Seller 1066,Bronze,South,Home & Kitchen,3,2068.2,3829.2,0.1366,523.07,0,0.0,70.84,17.23,32.55,40.21,362.24
500488,2025-04-30,1062,Seller 1062,Bronze,West,Electronics,2,5139.599999999999,6343.2,0.1145,726.3,1,4078.8,117.35,28.54,53.92,66.6,378.31
500489,2025-04-17,1047,Seller 1047,Silver,East,Sports,4,768.6,2691.6,0.117,314.92,0,0.0,49.79,12.11,22.88,28.26,201.87
500490,2025-04-29,1036,Seller 1036,Silver,Central,Beauty,1,2509.7999999999997,2198.4,0.142,312.17,0,0.0,40.67,9.89,18.69,23.08,219.84
500491,2025-04-16,1010,Seller 1010,Platinum,West,Home & Kitchen,1,5521.8,8518.8,0.1354,1153.45,0,0.0,157.6,38.33,72.41,89.45,795.66
500492,2025-04-07,1062,Seller 1062,Bronze,West,Electronics,2,4345.8,5363.4,0.117,627.52,0,0.0,99.22,24.14,45.59,56.32,402.25
500493,2025-04-24,1020,Seller 1020,Gold,West,Home & Kitchen,1,5396.4,6177.0,0.1258,777.07,0,0.0,114.27,27.8,52.5,64.86,517.63
500494,2025-04-19,1015,Seller 1015,Gold,West,Pet Supplies,1,3142.8,3597.6,0.1239,445.74,1,2048.4,66.56,16.19,30.58,37.77,253.68
500495,2025-04-06,1076,Seller 1076,Bronze,Central,Home & Kitchen,2,2379.0,2936.4,0.1367,401.41,0,0.0,54.32,13.21,24.96,30.83,278.08
500496,2025-04-03,1067,Seller 1067,Bronze,South,Sports,3,1420.2,2629.2,0.1371,360.46,0,0.0,48.64,11.83,22.35,27.61,250.04
500497,2025-04-26,1028,Seller 1028,Gold,Central,Sports,4,1107.0,5067.0,0.1201,608.55,0,0.0,93.74,22.8,43.07,53.2,395.73
500498,2025-04-20,1075,Seller 1075,Bronze,East,Home & Kitchen,1,4591.2,2833.2,0.127,359.82,0,0.0,52.41,12.75,24.08,29.75,240.82
500499,2025-04-22,1076,Seller 1076,Bronze,Central,Home & Kitchen,2,2605.2000000000003,3215.4,0.1234,396.78,0,0.0,59.48,14.47,27.33,33.76,261.73
500500,2025-04-17,1054,Seller 1054,Silver,South,Sports,3,1755.6000000000001,4614.0,0.1308,603.51,0,0.0,85.36,20.76,39.22,48.45,409.72
500501,2025-04-22,1016,Seller 1016,Gold,West,Sports,1,3897.5999999999995,4461.6,0.1289,575.1,0,0.0,82.54,20.08,37.92,46.85,387.71
500502,2025-04-26,1056,Seller 1056,Bronze,West,Apparel,2,1986.6,2451.6,0.1207,295.91,0,0.0,45.35,11.03,20.84,25.74,192.94
500503,2025-04-09,1049,Seller 1049,Silver,West,Home & Kitchen,3,830.4,2182.8,0.1431,312.36,0,0.0,40.38,9.82,18.55,22.92,220.68
500504,2025-04-26,1062,Seller 1062,Bronze,West,Electronics,2,5743.2,7088.4,0.1228,870.46,0,0.0,131.14,31.9,60.25,74.43,572.74
500505,2025-04-12,1001,Seller 1001,Platinum,East,Electronics,2,4406.4,13596.0,0.1287,1749.81,0,0.0,251.53,61.18,115.57,142.76,1178.77
500506,2025-04-09,1014,Seller 1014,Gold,East,Apparel,2,1728.6,3957.0,0.1285,508.47,0,0.0,73.2,17.81,33.63,41.55,342.28
500507,2025-04-10,1051,Seller 1051,Silver,East,Apparel,1,3714.0,3253.2,0.1123,365.33,0,0.0,60.18,14.64,27.65,34.16,228.7
500508,2025-04-15,1074,Seller 1074,Bronze,East,Electronics,2,3258.6000000000004,4021.8,0.1335,536.91,0,0.0,74.4,18.1,34.19,42.23,367.99
500509,2025-04-02,1021,Seller 1021,Gold,Central,Pet Supplies,1,3097.2,3544.8,0.1392,493.44,0,0.0,65.58,15.95,30.13,37.22,344.55
500510,2025-04-03,1021,Seller 1021,Gold,Central,Pet Supplies,1,2780.4,3182.4,0.1398,444.9,0,0.0,58.87,14.32,27.05,33.42,311.24
500511,2025-04-21,1009,Seller 1009,Platinum,Central,Pet Supplies,1,3368.4,5196.0,0.1374,713.93,0,0.0,96.13,23.38,44.17,54.56,495.7
500512,2025-04-01,1067,Seller 1067,Bronze,South,Beauty,2,1303.1999999999998,1608.6,0.1516,243.86,0,0.0,29.76,7.24,13.67,16.89,176.3
500513,2025-04-06,1026,Seller 1026,Gold,East,Sports,2,2373.0,5432.4,0.1304,708.38,0,0.0,100.5,24.45,46.18,57.04,480.22
500514,2025-04-22,1005,Seller 1005,Platinum,East,Electronics,1,7131.0,11001.0,0.1151,1266.22,0,0.0,203.52,49.5,93.51,115.51,804.17
500515,2025-04-24,1051,Seller 1051,Silver,East,Sports,2,2341.2000000000003,4101.0,0.1329,545.02,0,0.0,75.87,18.45,34.86,43.06,372.78
500516,2025-04-13,1072,Seller 1072,Bronze,South,Beauty,1,2958.0,1825.2,0.1384,252.61,0,0.0,33.77,8.21,15.51,19.16,175.95
500517,2025-04-04,1074,Seller 1074,Bronze,East,Electronics,3,3636.6,6733.2,0.1264,851.08,0,0.0,124.56,30.3,57.23,70.7,568.28
500518,2025-04-25,1066,Seller 1066,Bronze,South,Sports,3,1080.0,1999.2,0.1327,265.29,0,0.0,36.99,9.0,16.99,20.99,181.33
500519,2025-04-13,1032,Seller 1032,Silver,West,Apparel,1,3245.4,2842.2,0.1287,365.79,0,0.0,52.58,12.79,24.16,29.84,246.42
500520,2025-04-08,1029,Seller 1029,Gold,West,Home & Kitchen,2,2800.2000000000003,6410.4,0.1459,935.28,1,5926.2,118.59,28.85,54.49,67.31,547.52
500521,2025-04-12,1037,Seller 1037,Silver,East,Apparel,1,3334.2,2920.8,0.1098,320.7,0,0.0,54.03,13.14,24.83,30.67,198.03
500522,2025-04-08,1028,Seller 1028,Gold,Central,Beauty,3,1198.8,4117.2,0.1553,639.4,0,0.0,76.17,18.53,35.0,43.23,466.48
500523,2025-04-04,1031,Seller 1031,Silver,West,Home & Kitchen,2,3201.0,5607.0,0.1431,802.36,0,0.0,103.73,25.23,47.66,58.87,566.87
500524,2025-04-20,1011,Seller 1011,Platinum,West,Electronics,1,7878.6,12154.8,0.1313,1595.93,1,9322.8,224.86,54.7,103.32,127.63,898.97
500525,2025-04-30,1041,Seller 1041,Silver,West,Apparel,4,900.0,3152.4,0.1289,406.34,0,0.0,58.32,14.19,26.8,33.1,273.94
500526,2025-04-18,1066,Seller 1066,Bronze,South,Home & Kitchen,2,2968.2,3663.6,0.1243,455.39,0,0.0,67.78,16.49,31.14,38.47,301.51
500527,2025-04-15,1005,Seller 1005,Platinum,East,Electronics,1,9356.4,14434.8,0.1172,1691.76,0,0.0,267.04,64.96,122.7,151.57,1085.5
500528,2025-04-09,1041,Seller 1041,Silver,West,Apparel,3,1295.4,3404.4,0.1219,415.0,0,0.0,62.98,15.32,28.94,35.75,272.01
500529,2025-04-07,1024,Seller 1024,Gold,West,Pet Supplies,2,1840.8,4214.4,0.1347,567.68,0,0.0,77.97,18.96,35.82,44.25,390.67
500530,2025-04-19,1054,Seller 1054,Silver,South,Home & Kitchen,1,5475.6,4795.8,0.1297,622.02,0,0.0,88.72,21.58,40.76,50.36,420.59
500531,2025-04-24,1030,Seller 1030,Gold,South,Pet Supplies,2,1741.8000000000002,3987.0,0.1304,519.9,0,0.0,73.76,17.94,33.89,41.86,352.45
500532,2025-04-18,1020,Seller 1020,Gold,West,Home & Kitchen,3,1665.0,5718.0,0.1262,721.61,0,0.0,105.78,25.73,48.6,60.04,481.46
500533,2025-04-07,1041,Seller 1041,Silver,West,Beauty,2,1737.6000000000001,3043.8,0.1341,408.17,0,0.0,56.31,13.7,25.87,31.96,280.33
500534,2025-04-30,1033,Seller 1033,Silver,South,Beauty,1,2472.0,2164.8,0.141,305.24,0,0.0,40.05,9.74,18.4,22.73,214.32
500535,2025-04-21,1033,Seller 1033,Silver,South,Beauty,1,2743.2,2403.0,0.1493,358.77,0,0.0,44.46,10.81,20.43,25.23,257.84
500536,2025-04-29,1069,Seller 1069,Bronze,East,Electronics,2,3709.7999999999997,4578.6,0.1292,591.56,0,0.0,84.7,20.6,38.92,48.08,399.25
500537,2025-04-11,1011,Seller 1011,Platinum,West,Electronics,2,5308.2,16377.6,0.1165,1907.99,0,0.0,302.99,73.7,139.21,171.96,1220.13
500538,2025-04-11,1054,Seller 1054,Silver,South,Home & Kitchen,1,4587.0,4017.6,0.1247,500.99,0,0.0,74.33,18.08,34.15,42.18,332.26
500539,2025-04-24,1038,Seller 1038,Silver,South,Sports,1,4335.0,3796.8,0.1373,521.3,0,0.0,70.24,17.09,32.27,39.87,361.84
500540,2025-04-09,1076,Seller 1076,Bronze,Central,Home & Kitchen,2,2533.2,3126.6,0.1435,448.67,0,0.0,57.84,14.07,26.58,32.83,317.35
500541,2025-04-25,1011,Seller 1011,Platinum,West,Electronics,2,4537.799999999999,14002.2,0.1355,1897.3,0,0.0,259.04,63.01,119.02,147.02,1309.21
500542,2025-04-13,1051,Seller 1051,Silver,East,Sports,3,1515.6000000000001,3982.8,0.1308,520.95,0,0.0,73.68,17.92,33.85,41.82,353.67
500543,2025-04-02,1040,Seller 1040,Silver,West,Pet Supplies,2,1290.6000000000001,2260.8,0.123,278.08,0,0.0,41.82,10.17,19.22,23.74,183.12
500544,2025-04-05,1046,Seller 1046,Silver,Central,Beauty,3,701.4,1843.2,0.1539,283.67,0,0.0,34.1,8.29,15.67,19.35,206.25
500545,2025-04-21,1070,Seller 1070,Bronze,West,Electronics,1,8134.2,5019.6,0.1283,644.01,0,0.0,92.86,22.59,42.67,52.71,433.19
500546,2025-04-09,1069,Seller 1069,Bronze,East,Electronics,1,9410.4,5807.4,0.1323,768.32,0,0.0,107.44,26.13,49.36,60.98,524.41
500547,2025-04-01,1020,Seller 1020,Gold,West,Home & Kitchen,4,1230.6000000000001,5633.4,0.1434,807.83,0,0.0,104.22,25.35,47.88,59.15,571.23
500548,2025-04-18,1063,Seller 1063,Bronze,West,Apparel,2,2418.0,2984.4,0.1272,379.62,0,0.0,55.21,13.43,25.37,31.34,254.27
500549,2025-04-27,1048,Seller 1048,Silver,East,Electronics,3,2396.3999999999996,6297.6,0.119,749.41,0,0.0,116.51,28.34,53.53,66.12,484.92
500550,2025-04-23,1049,Seller 1049,Silver,West,Home & Kitchen,3,1903.1999999999998,5001.0,0.1354,677.14,0,0.0,92.52,22.5,42.51,52.51,467.09
500551,2025-04-10,1035,Seller 1035,Silver,East,Electronics,2,3085.2000000000003,5404.8,0.1229,664.25,0,0.0,99.99,24.32,45.94,56.75,437.25
500552,2025-04-18,1015,Seller 1015,Gold,West,Pet Supplies,2,1425.6000000000001,3264.0,0.1349,440.31,1,1868.4,60.38,14.69,27.74,34.27,265.86
500553,2025-04-05,1003,Seller 1003,Platinum,East,Pet Supplies,3,1158.6,5361.6,0.1372,735.61,0,0.0,99.19,24.13,45.57,56.3,510.42
500554,2025-04-26,1002,Seller 1002,Platinum,Central,Home & Kitchen,2,2745.0,8469.6,0.1422,1204.38,0,0.0,156.69,38.11,71.99,88.93,848.65
500555,2025-04-16,1005,Seller 1005,Platinum,East,Electronics,3,1474.2,6823.8,0.1143,779.96,0,0.0,126.24,30.71,58.0,71.65,493.36
500556,2025-04-08,1024,Seller 1024,Gold,West,Pet Supplies,3,654.0,2245.2,0.1399,314.1,0,0.0,41.54,10.1,19.08,23.57,219.81
500557,2025-04-22,1050,Seller 1050,Silver,East,Apparel,2,2911.2000000000003,5100.0,0.1128,575.28,0,0.0,94.35,22.95,43.35,53.55,361.08
500558,2025-04-17,1027,Seller 1027,Gold,West,Apparel,2,1678.8,3842.4,0.1158,444.95,1,3734.4,71.08,17.29,32.66,40.35,208.88
500559,2025-04-04,1016,Seller 1016,Gold,West,Sports,2,2094.6,4794.6,0.1373,658.3,0,0.0,88.7,21.58,40.75,50.34,456.93
500560,2025-04-01,1031,Seller 1031,Silver,West,Home & Kitchen,2,2672.4,4681.8,0.1296,606.76,0,0.0,86.61,21.07,39.8,49.16,410.13
500561,2025-04-16,1006,Seller 1006,Platinum,East,Sports,2,1761.0,5433.6,0.1197,650.4,0,0.0,100.52,24.45,46.19,57.05,422.19
500562,2025-04-05,1012,Seller 1012,Platinum,East,Beauty,1,3114.6,4804.8,0.1512,726.49,0,0.0,88.89,21.62,40.84,50.45,524.68
500563,2025-04-29,1069,Seller 1069,Bronze,East,Home & Kitchen,1,4946.4,3052.2,0.1364,416.32,0,0.0,56.47,13.73,25.94,32.05,288.13
500564,2025-04-18,1057,Seller 1057,Bronze,South,Electronics,3,2990.4,5536.8,0.1304,722.0,1,4806.0,102.43,24.92,47.06,58.14,393.33
500565,2025-04-28,1038,Seller 1038,Silver,South,Sports,1,4589.4,4020.0,0.129,518.58,0,0.0,74.37,18.09,34.17,42.21,349.74
500566,2025-04-15,1077,Seller 1077,Bronze,South,Sports,3,1899.6,3516.6,0.1268,445.9,0,0.0,65.06,15.82,29.89,36.92,298.21
500567,2025-04-08,1001,Seller 1001,Platinum,East,Sports,2,2440.8,7531.8,0.1164,876.7,0,0.0,139.34,33.89,64.02,79.08,560.37
500568,2025-04-18,1042,Seller 1042,Silver,East,Pet Supplies,1,2859.6,2504.4,0.1293,323.82,0,0.0,46.33,11.27,21.29,26.3,218.63
500569,2025-04-27,1020,Seller 1020,Gold,West,Home & Kitchen,2,2965.8,6789.6,0.1257,853.45,0,0.0,125.61,30.55,57.71,71.29,568.29
500570,2025-04-13,1017,Seller 1017,Gold,East,Electronics,3,2964.6,10180.2,0.1176,1197.19,0,0.0,188.33,45.81,86.53,106.89,769.62
500571,2025-04-30,1063,Seller 1063,Bronze,West,Pet Supplies,2,1377.0,1699.2,0.1288,218.86,0,0.0,31.44,7.65,14.44,17.84,147.49
500572,2025-04-24,1027,Seller 1027,Gold,West,Apparel,4,707.4,3240.0,0.1192,386.21,0,0.0,59.94,14.58,27.54,34.02,250.13
500573,2025-04-03,1054,Seller 1054,Silver,South,Pet Supplies,3,1164.0,3058.2,0.1327,405.82,0,0.0,56.58,13.76,25.99,32.11,277.38
500574,2025-04-19,1028,Seller 1028,Gold,Central,Electronics,3,3199.7999999999997,10987.2,0.1222,1342.64,0,0.0,203.26,49.44,93.39,115.37,881.17
500575,2025-04-23,1023,Seller 1023,Gold,Central,Home & Kitchen,1,4687.200000000001,5365.2,0.1414,758.64,0,0.0,99.26,24.14,45.6,56.33,533.3
500576,2025-04-20,1055,Seller 1055,Bronze,Central,Home & Kitchen,2,1980.0,2443.8,0.1351,330.16,0,0.0,45.21,11.0,20.77,25.66,227.52
500577,2025-04-27,1057,Seller 1057,Bronze,South,Beauty,1,2418.0,1492.2,0.1533,228.75,0,0.0,27.61,6.71,12.68,15.67,166.08
500578,2025-04-15,1042,Seller 1042,Silver,East,Pet Supplies,2,1492.8,2615.4,0.1384,361.97,0,0.0,48.38,11.77,22.23,27.46,252.12
500579,2025-04-10,1058,Seller 1058,Bronze,East,Electronics,2,2385.6,2944.2,0.1273,374.8,0,0.0,54.47,13.25,25.03,30.91,251.14
500580,2025-04-09,1001,Seller 1001,Platinum,East,Electronics,2,5698.2,17581.8,0.1135,1995.53,0,0.0,325.26,79.12,149.45,184.61,1257.1
500581,2025-04-09,1071,Seller 1071,Bronze,Central,Sports,1,4356.0,2688.0,0.1183,317.99,0,0.0,49.73,12.1,22.85,28.22,205.09
500582,2025-04-24,1047,Seller 1047,Silver,East,Home & Kitchen,2,3174.6,5560.8,0.1252,696.21,0,0.0,102.87,25.02,47.27,58.39,462.66
500583,2025-04-30,1010,Seller 1010,Platinum,West,Home & Kitchen,2,2226.0,6868.8,0.1428,980.86,0,0.0,127.07,30.91,58.38,72.12,692.38
500584,2025-04-12,1013,Seller 1013,Gold,West,Electronics,2,5421.6,12411.0,0.1268,1573.71,1,11131.8,229.6,55.85,105.49,130.32,829.82
500585,2025-04-01,1056,Seller 1056,Bronze,West,Apparel,3,822.0,1522.2,0.1134,172.62,0,0.0,28.16,6.85,12.94,15.98,108.69
500586,2025-04-05,1049,Seller 1049,Silver,West,Home & Kitchen,1,4867.200000000001,4263.0,0.1366,582.33,0,0.0,78.87,19.18,36.24,44.76,403.28
500587,2025-04-14,1007,Seller 1007,Platinum,South,Home & Kitchen,4,1212.6000000000001,7483.2,0.1411,1055.88,0,0.0,138.44,33.67,63.61,78.57,741.59
500588,2025-04-03,1038,Seller 1038,Silver,South,Home & Kitchen,2,2580.6,4520.4,0.1367,617.94,0,0.0,83.63,20.34,38.42,47.46,428.08
500589,2025-04-21,1052,Seller 1052,Silver,Central,Pet Supplies,2,1429.8,2504.4,0.1232,308.54,0,0.0,46.33,11.27,21.29,26.3,203.36
500590,2025-04-11,1074,Seller 1074,Bronze,East,Electronics,1,7944.0,4902.0,0.1189,582.85,0,0.0,90.69,22.06,41.67,51.47,376.96
500591,2025-04-01,1074,Seller 1074,Bronze,East,Electronics,2,3706.2000000000003,4573.8,0.1214,555.26,0,0.0,84.62,20.58,38.88,48.02,363.16
500592,2025-04-30,1040,Seller 1040,Silver,West,Pet Supplies,1,3495.6,3061.8,0.1393,426.51,0,0.0,56.64,13.78,26.03,32.15,297.91
500593,2025-04-20,1030,Seller 1030,Gold,South,Pet Supplies,1,3419.4,3913.8,0.1405,549.89,0,0.0,72.41,17.61,33.27,41.09,385.51
500594,2025-04-07,1019,Seller 1019,Gold,East,Beauty,3,907.8000000000001,3118.2,0.1357,423.14,0,0.0,57.69,14.03,26.5,32.74,292.18
500595,2025-04-23,1069,Seller 1069,Bronze,East,Electronics,1,8366.4,5163.0,0.1262,651.57,0,0.0,95.52,23.23,43.89,54.21,434.72
500596,2025-04-23,1003,Seller 1003,Platinum,East,Pet Supplies,3,870.0,4026.6,0.1261,507.75,0,0.0,74.49,18.12,34.23,42.28,338.64
500597,2025-04-30,1080,Seller 1080,Bronze,South,Beauty,1,2751.0,1698.0,0.1346,228.55,0,0.0,31.41,7.64,14.43,17.83,157.23
500598,2025-04-23,1047,Seller 1047,Silver,East,Electronics,2,5742.0,10058.4,0.1223,1230.14,0,0.0,186.08,45.26,85.5,105.61,807.69
500599,2025-04-30,1013,Seller 1013,Gold,West,Apparel,3,998.9999999999999,3430.8,0.1125,385.97,0,0.0,63.47,15.44,29.16,36.02,241.87
500600,2025-04-12,1003,Seller 1003,Platinum,East,Pet Supplies,3,940.2,4351.2,0.1318,573.49,1,3733.2,80.5,19.58,36.99,45.69,316.07
500601,2025-04-29,1039,Seller 1039,Silver,East,Pet Supplies,3,999.6,2627.4,0.1395,366.52,0,0.0,48.61,11.82,22.33,27.59,256.17
500602,2025-04-17,1004,Seller 1004,Platinum,East,Beauty,2,1510.8,4662.0,0.1424,663.87,0,0.0,86.25,20.98,39.63,48.95,468.06
