Sr No,Dt Transaction,Dt Product Launch,Retailer,Retailer Id,Country,State,City,Brand,Category,Product,Product Item Id,Sales Channel,Channel Type,Packaging Type,Packaging Category,Packaging Qty N Ml,Packaging Qty Ml,Order Qty,Mrp Unit Price,Cost Per Unit,Discount,Sales,COGS,Profit,Margin Percentage,Discount Impact on Profit,brand,category,product,product_item_id,retailer,retailer_id,country,state,city,dt_transaction,dt_product_launch,sales_channel,channel_type,packaging_type,packaging_category,packaging_qty_n_ml,packaging_qty_ml,order_qty,mrp_unit_price,cost_per_unit,margin_percentage,sales,profit,Year,annual revenue growth
1219,2024-07-07,2024-03-04,CampusStore,R7867,USA,NC,Charlotte,StonePeak,Stout,StonePeak Stout 16oz,P16602,Off-Premise,Direct,Can,6-Pack,6,2130,16,4.64,2.75,0.0,74.24,44.0,30.24,40.73,0.0,StonePeak,Stout,StonePeak Stout 16oz,P16602,CampusStore,R7867,USA,NC,Charlotte,2024-07-07,2024-03-04,Off-Premise,Direct,Can,6-Pack,6,2130,16,4.64,2.75,40.73,74.24,30.24,2024,-4.17
1220,2025-03-01,2023-09-03,BottleKing,R1343,USA,VA,Richmond,NorthStar,Stout,NorthStar Stout 12oz,P93126,Off-Premise,Distributor,Can,12-Pack,12,5676,13,8.08,3.95,0.15,89.31,51.35,37.96,42.5,15.73,NorthStar,Stout,NorthStar Stout 12oz,P93126,BottleKing,R1343,USA,VA,Richmond,2025-03-01,2023-09-03,Off-Premise,Distributor,Can,12-Pack,12,5676,13,8.08,3.95,42.5,89.31,37.96,2025,0.21
1221,2025-10-31,2023-09-03,MegaMart,R9993,USA,SC,Columbia,NorthStar,Stout,NorthStar Stout 12oz,P33452,E-commerce,Direct,Bottle,12-Pack,12,5676,11,4.83,2.31,0.05,50.49,25.41,25.08,49.67,2.64,NorthStar,Stout,NorthStar Stout 12oz,P33452,MegaMart,R9993,USA,SC,Columbia,2025-10-31,2023-09-03,E-commerce,Direct,Bottle,12-Pack,12,5676,11,4.83,2.31,49.67,50.49,25.08,2025,0.21
1222,2024-04-18,2024-01-20,BottleKing,R4869,USA,TN,Knoxville,HopHouse,Pilsner,HopHouse Pilsner 12oz,P10138,E-commerce,Direct,Can,Single,1,473,4,3.46,1.76,0.0,13.84,7.04,6.8,49.13,0.0,HopHouse,Pilsner,HopHouse Pilsner 12oz,P10138,BottleKing,R4869,USA,TN,Knoxville,2024-04-18,2024-01-20,E-commerce,Direct,Can,Single,1,473,4,3.46,1.76,49.13,13.84,6.8,2024,-4.17
1223,2025-03-26,2023-11-08,CityLiquor,R2250,USA,SC,Columbia,HopHouse,Pilsner,HopHouse Pilsner 24oz,P63059,On-Premise,Direct,Bottle,Single,1,355,10,5.01,3.11,0.0,50.1,31.1,19.0,37.92,0.0,HopHouse,Pilsner,HopHouse Pilsner 24oz,P63059,CityLiquor,R2250,USA,SC,Columbia,2025-03-26,2023-11-08,On-Premise,Direct,Bottle,Single,1,355,10,5.01,3.11,37.92,50.1,19.0,2025,0.21
1224,2025-05-08,2024-02-01,MegaMart,R8598,USA,NC,Greensboro,HopHouse,IPA,HopHouse IPA 12oz,P27752,E-commerce,Distributor,Bottle,6-Pack,6,2130,15,3.6,2.12,0.1,48.6,31.8,16.8,34.57,5.4,HopHouse,IPA,HopHouse IPA 12oz,P27752,MegaMart,R8598,USA,NC,Greensboro,2025-05-08,2024-02-01,E-commerce,Distributor,Bottle,6-Pack,6,2130,15,3.6,2.12,34.57,48.6,16.8,2025,0.21
1225,2025-05-19,2023-10-23,CampusStore,R3427,Canada,TN,Knoxville,BrewCo,Stout,BrewCo Stout 24oz,P45895,Off-Premise,Direct,Can,6-Pack,6,2838,7,6.0,2.95,0.05,39.9,20.65,19.25,48.25,2.1,BrewCo,Stout,BrewCo Stout 24oz,P45895,CampusStore,R3427,Canada,TN,Knoxville,2025-05-19,2023-10-23,Off-Premise,Direct,Can,6-Pack,6,2838,7,6.0,2.95,48.25,39.9,19.25,2025,0.21
1226,2023-07-30,2024-02-01,CityLiquor,R3424,USA,SC,Columbia,HopHouse,IPA,HopHouse IPA 12oz,P14362,On-Premise,Distributor,Can,12-Pack,12,5676,13,4.19,2.09,0.15,46.28,27.17,19.11,41.29,8.19,HopHouse,IPA,HopHouse IPA 12oz,P14362,CityLiquor,R3424,USA,SC,Columbia,2023-07-30,2024-02-01,On-Premise,Distributor,Can,12-Pack,12,5676,13,4.19,2.09,41.29,46.28,19.11,2023,
1227,2024-04-30,2023-10-02,CityLiquor,R3932,USA,VA,Richmond,BrewCo,Stout,BrewCo Stout 16oz,P99881,Off-Premise,Direct,Can,12-Pack,12,4260,6,6.04,3.2,0.0,36.24,19.2,17.04,47.02,0.0,BrewCo,Stout,BrewCo Stout 16oz,P99881,CityLiquor,R3932,USA,VA,Richmond,2024-04-30,2023-10-02,Off-Premise,Direct,Can,12-Pack,12,4260,6,6.04,3.2,47.02,36.24,17.04,2024,-4.17
1228,2025-02-02,2023-09-03,BottleKing,R8194,USA,VA,Norfolk,NorthStar,Stout,NorthStar Stout 12oz,P53502,Off-Premise,Direct,Can,24-Pack,24,11352,6,5.75,3.73,0.1,31.08,22.38,8.7,27.99,3.42,NorthStar,Stout,NorthStar Stout 12oz,P53502,BottleKing,R8194,USA,VA,Norfolk,2025-02-02,2023-09-03,Off-Premise,Direct,Can,24-Pack,24,11352,6,5.75,3.73,27.99,31.08,8.7,2025,0.21
1229,2025-05-04,2023-02-21,QuickStop,R8147,USA,GA,Savannah,RiverMalt,Sour,RiverMalt Sour 16oz,P62557,E-commerce,Direct,Can,Single,1,473,2,5.12,2.64,0.0,10.24,5.28,4.96,48.44,0.0,RiverMalt,Sour,RiverMalt Sour 16oz,P62557,QuickStop,R8147,USA,GA,Savannah,2025-05-04,2023-02-21,E-commerce,Direct,Can,Single,1,473,2,5.12,2.64,48.44,10.24,4.96,2025,0.21
1230,2024-07-29,2023-02-27,CampusStore,R8173,USA,FL,Miami,StonePeak,IPA,StonePeak IPA 16oz,P51691,E-commerce,Direct,Bottle,24-Pack,24,11352,15,5.4,2.86,0.0,81.0,42.9,38.1,47.04,0.0,StonePeak,IPA,StonePeak IPA 16oz,P51691,CampusStore,R8173,USA,FL,Miami,2024-07-29,2023-02-27,E-commerce,Direct,Bottle,24-Pack,24,11352,15,5.4,2.86,47.04,81.0,38.1,2024,-4.17
1231,2025-09-21,2023-04-29,BottleKing,R4932,USA,VA,Norfolk,BrewCo,Sour,BrewCo Sour 24oz,P58009,Off-Premise,Distributor,Bottle,12-Pack,12,8520,15,7.1,3.62,0.1,95.85,54.3,41.55,43.35,10.65,BrewCo,Sour,BrewCo Sour 24oz,P58009,BottleKing,R4932,USA,VA,Norfolk,2025-09-21,2023-04-29,Off-Premise,Distributor,Bottle,12-Pack,12,8520,15,7.1,3.62,43.35,95.85,41.55,2025,0.21
1232,2023-09-24,2023-06-28,QuickStop,R5458,USA,TN,Knoxville,BrewCo,IPA,BrewCo IPA 12oz,P54580,Off-Premise,Distributor,Can,Single,1,473,15,5.9,3.02,0.05,84.0,45.3,38.7,46.07,4.5,BrewCo,IPA,BrewCo IPA 12oz,P54580,QuickStop,R5458,USA,TN,Knoxville,2023-09-24,2023-06-28,Off-Premise,Distributor,Can,Single,1,473,15,5.9,3.02,46.07,84.0,38.7,2023,
1233,2023-12-27,2024-02-20,BottleKing,R8304,Canada,SC,Charleston,RiverMalt,Lager,RiverMalt Lager 12oz,P66184,Off-Premise,Direct,Bottle,6-Pack,6,4260,6,6.22,3.64,0.1,33.6,21.84,11.76,35.0,3.72,RiverMalt,Lager,RiverMalt Lager 12oz,P66184,BottleKing,R8304,Canada,SC,Charleston,2023-12-27,2024-02-20,Off-Premise,Direct,Bottle,6-Pack,6,4260,6,6.22,3.64,35.0,33.6,11.76,2023,
1234,2025-06-03,2023-11-08,BottleKing,R8502,USA,SC,Charleston,HopHouse,Pilsner,HopHouse Pilsner 24oz,P20142,On-Premise,Distributor,Can,6-Pack,6,2130,11,6.35,3.39,0.0,69.85,37.29,32.56,46.61,0.0,HopHouse,Pilsner,HopHouse Pilsner 24oz,P20142,BottleKing,R8502,USA,SC,Charleston,2025-06-03,2023-11-08,On-Premise,Distributor,Can,6-Pack,6,2130,11,6.35,3.39,46.61,69.85,32.56,2025,0.21
1235,2024-05-19,2023-04-03,CityLiquor,R8239,USA,VA,Norfolk,RiverMalt,Pilsner,RiverMalt Pilsner 16oz,P63998,Off-Premise,Direct,Can,12-Pack,12,8520,8,6.73,4.14,0.0,53.84,33.12,20.72,38.48,0.0,RiverMalt,Pilsner,RiverMalt Pilsner 16oz,P63998,CityLiquor,R8239,USA,VA,Norfolk,2024-05-19,2023-04-03,Off-Premise,Direct,Can,12-Pack,12,8520,8,6.73,4.14,38.48,53.84,20.72,2024,-4.17
1236,2025-10-29,2024-01-10,QuickStop,R9941,USA,NC,Charlotte,NorthStar,IPA,NorthStar IPA 16oz,P42316,Off-Premise,Distributor,Can,Single,1,473,8,6.12,3.74,0.1,44.08,29.92,14.16,32.12,4.88,NorthStar,IPA,NorthStar IPA 16oz,P42316,QuickStop,R9941,USA,NC,Charlotte,2025-10-29,2024-01-10,Off-Premise,Distributor,Can,Single,1,473,8,6.12,3.74,32.12,44.08,14.16,2025,0.21
1237,2025-10-20,2023-06-07,CityLiquor,R6293,USA,FL,Tampa,StonePeak,Pilsner,StonePeak Pilsner 24oz,P74203,Off-Premise,Direct,Can,24-Pack,24,8520,2,5.09,2.61,0.0,10.18,5.22,4.96,48.72,0.0,StonePeak,Pilsner,StonePeak Pilsner 24oz,P74203,CityLiquor,R6293,USA,FL,Tampa,2025-10-20,2023-06-07,Off-Premise,Direct,Can,24-Pack,24,8520,2,5.09,2.61,48.72,10.18,4.96,2025,0.21
1238,2025-05-21,2023-06-26,CampusStore,R7816,Canada,FL,Orlando,HopHouse,Sour,HopHouse Sour 16oz,P70113,Off-Premise,Direct,Can,Single,1,473,10,5.72,2.9,0.0,57.2,29.0,28.2,49.3,0.0,HopHouse,Sour,HopHouse Sour 16oz,P70113,CampusStore,R7816,Canada,FL,Orlando,2025-05-21,2023-06-26,Off-Premise,Direct,Can,Single,1,473,10,5.72,2.9,49.3,57.2,28.2,2025,0.21
1239,2023-10-31,2023-01-02,MegaMart,R5055,USA,GA,Atlanta,HopHouse,Sour,HopHouse Sour 24oz,P96828,On-Premise,Distributor,Bottle,24-Pack,24,8520,4,4.27,2.03,0.0,17.08,8.12,8.96,52.46,0.0,HopHouse,Sour,HopHouse Sour 24oz,P96828,MegaMart,R5055,USA,GA,Atlanta,2023-10-31,2023-01-02,On-Premise,Distributor,Bottle,24-Pack,24,8520,4,4.27,2.03,52.46,17.08,8.96,2023,
1240,2023-12-16,2023-03-25,QuickStop,R3302,USA,SC,Charleston,BrewCo,IPA,BrewCo IPA 16oz,P23062,Off-Premise,Direct,Can,6-Pack,6,2130,13,5.61,3.11,0.0,72.93,40.43,32.5,44.56,0.0,BrewCo,IPA,BrewCo IPA 16oz,P23062,QuickStop,R3302,USA,SC,Charleston,2023-12-16,2023-03-25,Off-Premise,Direct,Can,6-Pack,6,2130,13,5.61,3.11,44.56,72.93,32.5,2023,
1241,2025-11-08,2023-12-07,QuickStop,R9285,USA,FL,Tampa,BrewCo,Stout,BrewCo Stout 12oz,P99650,E-commerce,Direct,Can,24-Pack,24,11352,14,7.57,4.22,0.0,105.98,59.08,46.9,44.25,0.0,BrewCo,Stout,BrewCo Stout 12oz,P99650,QuickStop,R9285,USA,FL,Tampa,2025-11-08,2023-12-07,E-commerce,Direct,Can,24-Pack,24,11352,14,7.57,4.22,44.25,105.98,46.9,2025,0.21
1242,2024-05-06,2023-06-01,CampusStore,R8311,USA,GA,Savannah,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P25744,Off-Premise,Distributor,Can,6-Pack,6,2130,4,5.17,3.02,0.0,20.68,12.08,8.6,41.59,0.0,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P25744,CampusStore,R8311,USA,GA,Savannah,2024-05-06,2023-06-01,Off-Premise,Distributor,Can,6-Pack,6,2130,4,5.17,3.02,41.59,20.68,8.6,2024,-4.17
1243,2025-10-29,2023-07-26,CityLiquor,R8574,USA,SC,Charleston,RiverMalt,Stout,RiverMalt Stout 24oz,P20176,Off-Premise,Direct,Can,12-Pack,12,4260,11,3.63,1.85,0.1,35.97,20.35,15.62,43.43,3.96,RiverMalt,Stout,RiverMalt Stout 24oz,P20176,CityLiquor,R8574,USA,SC,Charleston,2025-10-29,2023-07-26,Off-Premise,Direct,Can,12-Pack,12,4260,11,3.63,1.85,43.43,35.97,15.62,2025,0.21
1244,2024-07-07,2024-03-04,CampusStore,R1172,USA,VA,Norfolk,StonePeak,Stout,StonePeak Stout 16oz,P44031,Off-Premise,Direct,Can,12-Pack,12,8520,5,6.57,3.04,0.0,32.85,15.2,17.65,53.73,0.0,StonePeak,Stout,StonePeak Stout 16oz,P44031,CampusStore,R1172,USA,VA,Norfolk,2024-07-07,2024-03-04,Off-Premise,Direct,Can,12-Pack,12,8520,5,6.57,3.04,53.73,32.85,17.65,2024,-4.17
1245,2024-09-07,2023-11-01,CityLiquor,R5069,USA,SC,Columbia,StonePeak,Pilsner,StonePeak Pilsner 16oz,P38598,E-commerce,Distributor,Can,6-Pack,6,4260,8,8.29,4.42,0.15,56.4,35.36,21.04,37.3,9.92,StonePeak,Pilsner,StonePeak Pilsner 16oz,P38598,CityLiquor,R5069,USA,SC,Columbia,2024-09-07,2023-11-01,E-commerce,Distributor,Can,6-Pack,6,4260,8,8.29,4.42,37.3,56.4,21.04,2024,-4.17
1246,2023-08-25,2023-07-26,BottleKing,R5878,Canada,TN,Nashville,HopHouse,Lager,HopHouse Lager 12oz,P77547,On-Premise,Direct,Bottle,12-Pack,12,4260,15,5.12,2.73,0.0,76.8,40.95,35.85,46.68,0.0,HopHouse,Lager,HopHouse Lager 12oz,P77547,BottleKing,R5878,Canada,TN,Nashville,2023-08-25,2023-07-26,On-Premise,Direct,Bottle,12-Pack,12,4260,15,5.12,2.73,46.68,76.8,35.85,2023,
1247,2023-03-02,2023-04-29,BottleKing,R3022,USA,GA,Savannah,BrewCo,Sour,BrewCo Sour 24oz,P25529,Off-Premise,Direct,Bottle,Single,1,473,4,6.66,3.56,0.0,26.64,14.24,12.4,46.55,0.0,BrewCo,Sour,BrewCo Sour 24oz,P25529,BottleKing,R3022,USA,GA,Savannah,2023-03-02,2023-04-29,Off-Premise,Direct,Bottle,Single,1,473,4,6.66,3.56,46.55,26.64,12.4,2023,
1248,2023-10-29,2023-11-02,QuickStop,R2164,USA,TN,Knoxville,BrewCo,Sour,BrewCo Sour 12oz,P12696,Off-Premise,Direct,Can,12-Pack,12,5676,4,4.62,2.63,0.15,15.72,10.52,5.2,33.08,2.76,BrewCo,Sour,BrewCo Sour 12oz,P12696,QuickStop,R2164,USA,TN,Knoxville,2023-10-29,2023-11-02,Off-Premise,Direct,Can,12-Pack,12,5676,4,4.62,2.63,33.08,15.72,5.2,2023,
1249,2024-04-06,2023-11-04,BottleKing,R9336,USA,SC,Charleston,BrewCo,Lager,BrewCo Lager 24oz,P27877,Off-Premise,Distributor,Can,12-Pack,12,8520,3,5.46,3.08,0.0,16.38,9.24,7.14,43.59,0.0,BrewCo,Lager,BrewCo Lager 24oz,P27877,BottleKing,R9336,USA,SC,Charleston,2024-04-06,2023-11-04,Off-Premise,Distributor,Can,12-Pack,12,8520,3,5.46,3.08,43.59,16.38,7.14,2024,-4.17
1250,2023-01-23,2023-11-12,CityLiquor,R8130,Canada,NC,Durham,NorthStar,Pilsner,NorthStar Pilsner 12oz,P50995,Off-Premise,Direct,Bottle,24-Pack,24,8520,3,4.9,2.24,0.0,14.7,6.72,7.98,54.29,0.0,NorthStar,Pilsner,NorthStar Pilsner 12oz,P50995,CityLiquor,R8130,Canada,NC,Durham,2023-01-23,2023-11-12,Off-Premise,Direct,Bottle,24-Pack,24,8520,3,4.9,2.24,54.29,14.7,7.98,2023,
1251,2024-03-21,2023-07-02,CampusStore,R1297,USA,GA,Atlanta,RiverMalt,IPA,RiverMalt IPA 24oz,P96138,Off-Premise,Distributor,Bottle,24-Pack,24,8520,6,4.62,2.67,0.05,26.34,16.02,10.32,39.18,1.38,RiverMalt,IPA,RiverMalt IPA 24oz,P96138,CampusStore,R1297,USA,GA,Atlanta,2024-03-21,2023-07-02,Off-Premise,Distributor,Bottle,24-Pack,24,8520,6,4.62,2.67,39.18,26.34,10.32,2024,-4.17
1252,2023-09-11,2023-02-07,CityLiquor,R4167,USA,GA,Atlanta,HopHouse,Stout,HopHouse Stout 24oz,P92331,Off-Premise,Distributor,Can,6-Pack,6,4260,15,6.63,4.21,0.1,89.55,63.15,26.4,29.48,9.9,HopHouse,Stout,HopHouse Stout 24oz,P92331,CityLiquor,R4167,USA,GA,Atlanta,2023-09-11,2023-02-07,Off-Premise,Distributor,Can,6-Pack,6,4260,15,6.63,4.21,29.48,89.55,26.4,2023,
1253,2023-08-09,2023-02-27,QuickStop,R4505,USA,SC,Columbia,StonePeak,IPA,StonePeak IPA 16oz,P35126,Off-Premise,Distributor,Bottle,12-Pack,12,8520,17,5.24,3.15,0.0,89.08,53.55,35.53,39.89,0.0,StonePeak,IPA,StonePeak IPA 16oz,P35126,QuickStop,R4505,USA,SC,Columbia,2023-08-09,2023-02-27,Off-Premise,Distributor,Bottle,12-Pack,12,8520,17,5.24,3.15,39.89,89.08,35.53,2023,
1254,2024-05-09,2023-09-30,BottleKing,R1993,USA,FL,Orlando,HopHouse,Stout,HopHouse Stout 16oz,P39354,E-commerce,Distributor,Bottle,24-Pack,24,11352,8,3.39,1.77,0.1,24.4,14.16,10.24,41.97,2.72,HopHouse,Stout,HopHouse Stout 16oz,P39354,BottleKing,R1993,USA,FL,Orlando,2024-05-09,2023-09-30,E-commerce,Distributor,Bottle,24-Pack,24,11352,8,3.39,1.77,41.97,24.4,10.24,2024,-4.17
1255,2024-07-13,2024-02-02,CityLiquor,R2054,USA,TN,Knoxville,BrewCo,Pilsner,BrewCo Pilsner 24oz,P44675,Off-Premise,Distributor,Can,24-Pack,24,11352,5,5.8,3.7,0.2,23.2,18.5,4.7,20.26,5.8,BrewCo,Pilsner,BrewCo Pilsner 24oz,P44675,CityLiquor,R2054,USA,TN,Knoxville,2024-07-13,2024-02-02,Off-Premise,Distributor,Can,24-Pack,24,11352,5,5.8,3.7,20.26,23.2,4.7,2024,-4.17
1256,2024-09-06,2023-12-07,CampusStore,R5600,USA,VA,Richmond,BrewCo,Stout,BrewCo Stout 12oz,P24998,E-commerce,Direct,Can,6-Pack,6,2838,1,5.75,2.59,0.0,5.75,2.59,3.16,54.96,0.0,BrewCo,Stout,BrewCo Stout 12oz,P24998,CampusStore,R5600,USA,VA,Richmond,2024-09-06,2023-12-07,E-commerce,Direct,Can,6-Pack,6,2838,1,5.75,2.59,54.96,5.75,3.16,2024,-4.17
1257,2024-03-13,2023-04-06,CampusStore,R9645,USA,FL,Tampa,StonePeak,Lager,StonePeak Lager 24oz,P78471,E-commerce,Distributor,Can,6-Pack,6,4260,9,4.27,2.59,0.05,36.54,23.31,13.23,36.21,1.89,StonePeak,Lager,StonePeak Lager 24oz,P78471,CampusStore,R9645,USA,FL,Tampa,2024-03-13,2023-04-06,E-commerce,Distributor,Can,6-Pack,6,4260,9,4.27,2.59,36.21,36.54,13.23,2024,-4.17
1258,2023-08-08,2024-01-31,CityLiquor,R4389,USA,TN,Nashville,NorthStar,Pilsner,NorthStar Pilsner 24oz,P43941,On-Premise,Direct,Can,12-Pack,12,4260,4,4.79,3.08,0.0,19.16,12.32,6.84,35.7,0.0,NorthStar,Pilsner,NorthStar Pilsner 24oz,P43941,CityLiquor,R4389,USA,TN,Nashville,2023-08-08,2024-01-31,On-Premise,Direct,Can,12-Pack,12,4260,4,4.79,3.08,35.7,19.16,6.84,2023,
1259,2024-02-18,2023-11-15,MegaMart,R1703,USA,NC,Charlotte,HopHouse,Lager,HopHouse Lager 16oz,P83112,Off-Premise,Direct,Can,Single,1,710,2,4.39,2.43,0.0,8.78,4.86,3.92,44.65,0.0,HopHouse,Lager,HopHouse Lager 16oz,P83112,MegaMart,R1703,USA,NC,Charlotte,2024-02-18,2023-11-15,Off-Premise,Direct,Can,Single,1,710,2,4.39,2.43,44.65,8.78,3.92,2024,-4.17
1260,2024-07-14,2024-03-04,QuickStop,R1120,USA,SC,Columbia,StonePeak,Stout,StonePeak Stout 12oz,P66325,Off-Premise,Distributor,Can,6-Pack,6,2838,12,6.42,3.38,0.1,69.36,40.56,28.8,41.52,7.68,StonePeak,Stout,StonePeak Stout 12oz,P66325,QuickStop,R1120,USA,SC,Columbia,2024-07-14,2024-03-04,Off-Premise,Distributor,Can,6-Pack,6,2838,12,6.42,3.38,41.52,69.36,28.8,2024,-4.17
1261,2023-10-05,2023-10-07,CityLiquor,R8635,USA,SC,Columbia,NorthStar,Pilsner,NorthStar Pilsner 16oz,P30295,Off-Premise,Direct,Can,12-Pack,12,5676,15,5.23,2.81,0.1,70.65,42.15,28.5,40.34,7.8,NorthStar,Pilsner,NorthStar Pilsner 16oz,P30295,CityLiquor,R8635,USA,SC,Columbia,2023-10-05,2023-10-07,Off-Premise,Direct,Can,12-Pack,12,5676,15,5.23,2.81,40.34,70.65,28.5,2023,
1262,2025-12-07,2023-01-18,QuickStop,R8677,USA,TN,Nashville,NorthStar,Sour,NorthStar Sour 16oz,P33463,Off-Premise,Distributor,Can,Single,1,473,15,2.7,1.54,0.1,36.45,23.1,13.35,36.63,4.05,NorthStar,Sour,NorthStar Sour 16oz,P33463,QuickStop,R8677,USA,TN,Nashville,2025-12-07,2023-01-18,Off-Premise,Distributor,Can,Single,1,473,15,2.7,1.54,36.63,36.45,13.35,2025,0.21
1263,2023-11-15,2023-11-14,BottleKing,R5300,USA,GA,Atlanta,HopHouse,Sour,HopHouse Sour 12oz,P41289,On-Premise,Direct,Can,12-Pack,12,4260,4,4.69,2.29,0.05,17.84,9.16,8.68,48.65,0.92,HopHouse,Sour,HopHouse Sour 12oz,P41289,BottleKing,R5300,USA,GA,Atlanta,2023-11-15,2023-11-14,On-Premise,Direct,Can,12-Pack,12,4260,4,4.69,2.29,48.65,17.84,8.68,2023,
1264,2023-05-08,2023-06-28,CityLiquor,R3807,USA,VA,Norfolk,BrewCo,IPA,BrewCo IPA 12oz,P35864,Off-Premise,Direct,Can,6-Pack,6,2130,12,5.17,2.59,0.0,62.04,31.08,30.96,49.9,0.0,BrewCo,IPA,BrewCo IPA 12oz,P35864,CityLiquor,R3807,USA,VA,Norfolk,2023-05-08,2023-06-28,Off-Premise,Direct,Can,6-Pack,6,2130,12,5.17,2.59,49.9,62.04,30.96,2023,
1265,2023-08-17,2023-07-09,CityLiquor,R6841,USA,VA,Richmond,StonePeak,Sour,StonePeak Sour 24oz,P20394,E-commerce,Direct,Can,24-Pack,24,17040,13,6.55,3.38,0.05,80.86,43.94,36.92,45.66,4.29,StonePeak,Sour,StonePeak Sour 24oz,P20394,CityLiquor,R6841,USA,VA,Richmond,2023-08-17,2023-07-09,E-commerce,Direct,Can,24-Pack,24,17040,13,6.55,3.38,45.66,80.86,36.92,2023,
1266,2024-07-20,2023-09-24,MegaMart,R5458,USA,GA,Savannah,RiverMalt,Lager,RiverMalt Lager 16oz,P69290,Off-Premise,Direct,Can,24-Pack,24,11352,3,7.06,3.89,0.05,20.13,11.67,8.46,42.03,1.05,RiverMalt,Lager,RiverMalt Lager 16oz,P69290,MegaMart,R5458,USA,GA,Savannah,2024-07-20,2023-09-24,Off-Premise,Direct,Can,24-Pack,24,11352,3,7.06,3.89,42.03,20.13,8.46,2024,-4.17
1267,2025-01-15,2023-06-21,BottleKing,R5487,USA,FL,Orlando,BrewCo,Lager,BrewCo Lager 16oz,P22423,Off-Premise,Distributor,Can,6-Pack,6,4260,10,5.89,3.04,0.05,56.0,30.4,25.6,45.71,2.9,BrewCo,Lager,BrewCo Lager 16oz,P22423,BottleKing,R5487,USA,FL,Orlando,2025-01-15,2023-06-21,Off-Premise,Distributor,Can,6-Pack,6,4260,10,5.89,3.04,45.71,56.0,25.6,2025,0.21
1268,2023-02-17,2024-03-04,CampusStore,R6030,USA,GA,Atlanta,StonePeak,Stout,StonePeak Stout 12oz,P62790,Off-Premise,Distributor,Bottle,6-Pack,6,4260,13,7.24,3.57,0.0,94.12,46.41,47.71,50.69,0.0,StonePeak,Stout,StonePeak Stout 12oz,P62790,CampusStore,R6030,USA,GA,Atlanta,2023-02-17,2024-03-04,Off-Premise,Distributor,Bottle,6-Pack,6,4260,13,7.24,3.57,50.69,94.12,47.71,2023,
1269,2023-04-09,2023-04-06,CampusStore,R5018,Canada,FL,Miami,StonePeak,Lager,StonePeak Lager 24oz,P96329,Off-Premise,Direct,Bottle,24-Pack,24,8520,11,2.5,1.43,0.05,26.18,15.73,10.45,39.92,1.32,StonePeak,Lager,StonePeak Lager 24oz,P96329,CampusStore,R5018,Canada,FL,Miami,2023-04-09,2023-04-06,Off-Premise,Direct,Bottle,24-Pack,24,8520,11,2.5,1.43,39.92,26.18,10.45,2023,
1270,2025-11-13,2023-08-03,CampusStore,R5870,USA,TN,Knoxville,BrewCo,IPA,BrewCo IPA 24oz,P11057,On-Premise,Direct,Can,6-Pack,6,2838,17,5.39,3.34,0.15,77.86,56.78,21.08,27.07,13.77,BrewCo,IPA,BrewCo IPA 24oz,P11057,CampusStore,R5870,USA,TN,Knoxville,2025-11-13,2023-08-03,On-Premise,Direct,Can,6-Pack,6,2838,17,5.39,3.34,27.07,77.86,21.08,2025,0.21
1271,2024-08-14,2023-11-23,CityLiquor,R7925,USA,FL,Orlando,StonePeak,Lager,StonePeak Lager 12oz,P47372,Off-Premise,Distributor,Can,6-Pack,6,2130,7,5.48,2.75,0.1,34.51,19.25,15.26,44.22,3.85,StonePeak,Lager,StonePeak Lager 12oz,P47372,CityLiquor,R7925,USA,FL,Orlando,2024-08-14,2023-11-23,Off-Premise,Distributor,Can,6-Pack,6,2130,7,5.48,2.75,44.22,34.51,15.26,2024,-4.17
1272,2023-01-04,2023-07-02,MegaMart,R1337,USA,NC,Greensboro,RiverMalt,IPA,RiverMalt IPA 24oz,P19785,On-Premise,Distributor,Can,24-Pack,24,8520,10,5.53,3.27,0.0,55.3,32.7,22.6,40.87,0.0,RiverMalt,IPA,RiverMalt IPA 24oz,P19785,MegaMart,R1337,USA,NC,Greensboro,2023-01-04,2023-07-02,On-Premise,Distributor,Can,24-Pack,24,8520,10,5.53,3.27,40.87,55.3,22.6,2023,
1273,2023-01-07,2023-02-07,MegaMart,R5355,Canada,SC,Charleston,NorthStar,Lager,NorthStar Lager 16oz,P25408,Off-Premise,Distributor,Can,6-Pack,6,2838,17,5.51,2.54,0.0,93.67,43.18,50.49,53.9,0.0,NorthStar,Lager,NorthStar Lager 16oz,P25408,MegaMart,R5355,Canada,SC,Charleston,2023-01-07,2023-02-07,Off-Premise,Distributor,Can,6-Pack,6,2838,17,5.51,2.54,53.9,93.67,50.49,2023,
1274,2025-05-07,2024-02-20,QuickStop,R5902,USA,GA,Atlanta,RiverMalt,Lager,RiverMalt Lager 12oz,P58618,Off-Premise,Direct,Bottle,12-Pack,12,4260,9,4.67,2.22,0.0,42.03,19.98,22.05,52.46,0.0,RiverMalt,Lager,RiverMalt Lager 12oz,P58618,QuickStop,R5902,USA,GA,Atlanta,2025-05-07,2024-02-20,Off-Premise,Direct,Bottle,12-Pack,12,4260,9,4.67,2.22,52.46,42.03,22.05,2025,0.21
