CustomerID,CustomerSegment,State,Device
C00871,Small Business,TX,Android
C00872,Consumer,NY,Android
C00873,Consumer,AZ,Android
C00874,Consumer,AZ,Desktop
C00875,Small Business,CA,Android
C00876,Consumer,TX,Desktop
C00877,Consumer,IL,Android
C00878,Consumer,OH,Android
C00879,Enterprise,MI,iOS
C00880,Small Business,CA,Desktop
C00881,Small Business,AZ,Android
C00882,Consumer,AZ,Android
C00883,Small Business,PA,Android
C00884,Consumer,NY,iOS
C00885,Consumer,WA,iOS
C00886,Consumer,TX,Android
C00887,Consumer,IL,iOS
C00888,Small Business,GA,iOS
C00889,Consumer,AZ,Android
C00890,Consumer,OH,iOS
C00891,Consumer,CA,Desktop
C00892,Consumer,AZ,Desktop
C00893,Small Business,NY,iOS
C00894,Small Business,PA,Android
C00895,Consumer,PA,Desktop
C00896,Small Business,AZ,Android
C00897,Consumer,GA,Desktop
C00898,Consumer,TX,iOS
C00899,Small Business,TX,iOS
C00900,Consumer,OH,Desktop
