OrderID,OrderDate,CustomerID,SellerID,ProductID,UnitsSold,UnitSalePrice,GMV,MarketplaceRevenue,OrderStatus
O0022792,2024-12-12,C00326,S0069,P00051,2,59.91,119.82,9.59,Completed
O0022793,2023-01-10,C00545,S0044,P00143,5,5.32,26.6,2.0,Completed
O0022794,2025-06-09,C00135,S0024,P00206,1,15.58,15.58,1.25,Completed
O0022795,2023-05-05,C00778,S0029,P00053,2,15.69,31.38,2.35,Completed
O0022796,2024-09-16,C00228,S0023,P00108,2,19.82,39.64,2.97,Completed
O0022797,2024-01-29,C00898,S0011,P00044,3,37.51,112.53,8.44,Completed
O0022798,2024-11-02,C00247,S0015,P00050,3,32.0,96.0,7.2,Completed
O0022799,2024-08-16,C00479,S0011,P00054,1,59.46,59.46,4.46,Completed
O0022800,2023-08-12,C00289,S0117,P00049,5,35.75,178.75,14.3,Returned
O0022801,2024-10-21,C00111,S0140,P00176,2,37.85,75.7,6.06,Completed
O0022802,2023-06-11,C00490,S0097,P00096,2,66.07,132.14,10.57,Completed
O0022803,2023-05-10,C00281,S0082,P00294,1,13.39,13.39,1.07,Completed
O0022804,2025-09-20,C00633,S0128,P00186,2,44.4,88.8,6.22,Completed
O0022805,2025-01-09,C00605,S0096,P00308,2,4.66,9.32,0.7,Completed
O0022806,2023-07-27,C00400,S0133,P00160,3,61.61,184.83,14.79,Completed
O0022807,2025-02-06,C00259,S0096,P00134,1,10.59,10.59,0.79,Completed
O0022808,2024-03-21,C00716,S0140,P00229,1,47.35,47.35,3.79,Completed
O0022809,2023-11-11,C00716,S0156,P00151,1,25.03,25.03,2.0,Completed
O0022810,2024-07-16,C00191,S0160,P00171,3,23.51,70.53,5.64,Completed
O0022811,2024-11-07,C00197,S0088,P00217,5,31.49,157.45,12.6,Completed
O0022812,2023-04-07,C00399,S0058,P00095,2,30.38,60.76,4.86,Completed
O0022813,2024-04-06,C00271,S0042,P00043,6,38.67,232.02,17.4,Completed
O0022814,2025-03-10,C00821,S0012,P00205,3,45.89,137.67,11.01,Completed
O0022815,2024-11-27,C00257,S0036,P00250,1,45.48,45.48,3.64,Completed
O0022816,2023-12-03,C00737,S0074,P00170,3,67.8,203.4,16.27,Completed
O0022817,2025-02-04,C00472,S0022,P00081,2,41.8,83.6,6.69,Completed
O0022818,2023-10-14,C00118,S0046,P00036,2,50.53,101.06,8.08,Completed
O0022819,2025-12-20,C00354,S0021,P00095,4,41.89,167.56,13.4,Completed
O0022820,2025-03-02,C00628,S0116,P00094,2,34.08,68.16,5.45,Completed
O0022821,2025-09-23,C00553,S0006,P00212,2,19.88,39.76,2.98,Completed
O0022822,2023-09-15,C00390,S0132,P00008,2,47.53,95.06,7.13,Completed
O0022823,2023-01-06,C00043,S0058,P00272,1,23.54,23.54,1.88,Completed
O0022824,2023-03-14,C00121,S0147,P00250,2,38.88,77.76,5.83,Completed
O0022825,2025-01-09,C00894,S0041,P00161,2,37.56,75.12,6.01,Completed
O0022826,2024-03-08,C00821,S0018,P00137,2,23.59,47.18,3.77,Completed
O0022827,2025-12-06,C00102,S0113,P00235,2,6.51,13.02,1.04,Completed
O0022828,2025-10-02,C00284,S0064,P00130,5,17.81,89.05,7.12,Completed
O0022829,2024-05-30,C00747,S0046,P00003,3,22.8,68.4,5.47,Completed
O0022830,2025-10-16,C00555,S0051,P00009,2,35.2,70.4,5.63,Completed
O0022831,2023-08-28,C00102,S0065,P00189,4,51.77,207.08,16.57,Completed
O0022832,2025-03-31,C00630,S0078,P00264,4,73.05,292.2,21.92,Completed
O0022833,2023-06-12,C00127,S0026,P00015,2,6.57,13.14,1.05,Completed
O0022834,2025-07-12,C00862,S0068,P00019,1,6.29,6.29,0.5,Completed
O0022835,2023-06-09,C00006,S0110,P00188,1,32.93,32.93,2.63,Completed
O0022836,2024-01-17,C00868,S0106,P00092,3,27.69,83.07,6.65,Completed
O0022837,2025-05-26,C00374,S0141,P00062,2,13.14,26.28,1.97,Completed
O0022838,2024-09-06,C00565,S0150,P00106,2,35.04,70.08,4.91,Completed
O0022839,2025-01-25,C00026,S0072,P00085,2,15.75,31.5,2.52,Cancelled
O0022840,2023-11-19,C00499,S0145,P00063,3,41.0,123.0,9.84,Completed
O0022841,2023-02-16,C00644,S0123,P00153,2,33.76,67.52,5.4,Completed
O0022842,2023-11-27,C00188,S0127,P00124,2,34.36,68.72,5.5,Cancelled
O0022843,2024-05-18,C00293,S0095,P00226,2,22.14,44.28,3.54,Returned
O0022844,2024-03-07,C00879,S0028,P00167,1,23.0,23.0,1.84,Completed
O0022845,2025-08-09,C00801,S0033,P00165,3,26.69,80.07,6.41,Completed
O0022846,2025-05-20,C00812,S0116,P00085,1,17.21,17.21,1.38,Returned
O0022847,2025-08-13,C00179,S0139,P00068,1,34.7,34.7,2.78,Completed
O0022848,2024-11-06,C00615,S0153,P00106,2,40.0,80.0,6.4,Completed
O0022849,2023-12-22,C00885,S0029,P00076,1,53.16,53.16,3.99,Completed
O0022850,2024-04-20,C00642,S0060,P00147,2,49.12,98.24,7.86,Completed
O0022851,2024-03-01,C00585,S0115,P00025,1,34.24,34.24,2.57,Completed
O0022852,2025-07-19,C00053,S0001,P00292,4,5.89,23.56,1.77,Completed
O0022853,2025-01-05,C00779,S0145,P00229,2,47.5,95.0,7.6,Completed
O0022854,2023-06-19,C00473,S0010,P00050,2,28.6,57.2,4.29,Completed
O0022855,2024-10-02,C00247,S0004,P00144,2,31.53,63.06,4.73,Completed
O0022856,2025-08-21,C00503,S0115,P00078,3,26.3,78.9,5.92,Completed
O0022857,2023-08-20,C00152,S0119,P00054,1,59.22,59.22,4.74,Completed
O0022858,2024-06-14,C00760,S0067,P00049,4,37.34,149.36,11.95,Completed
O0022859,2025-07-07,C00863,S0021,P00083,2,25.7,51.4,4.11,Completed
O0022860,2025-09-19,C00300,S0097,P00233,3,5.0,15.0,1.2,Completed
O0022861,2025-04-10,C00212,S0026,P00120,6,18.17,109.02,8.72,Completed
O0022862,2023-02-26,C00826,S0060,P00071,4,29.89,119.56,9.56,Completed
O0022863,2025-06-20,C00745,S0130,P00313,2,35.58,71.16,5.69,Completed
O0022864,2024-09-16,C00365,S0051,P00082,3,23.03,69.09,5.53,Completed
O0022865,2023-10-29,C00848,S0158,P00093,1,41.45,41.45,3.32,Completed
O0022866,2025-04-11,C00407,S0137,P00137,2,24.39,48.78,3.9,Completed
O0022867,2025-07-14,C00224,S0004,P00011,1,30.27,30.27,2.27,Completed
O0022868,2024-01-27,C00238,S0035,P00061,5,13.41,67.05,5.36,Completed
O0022869,2024-03-08,C00157,S0096,P00050,3,28.12,84.36,6.33,Completed
O0022870,2025-12-01,C00568,S0068,P00039,3,67.69,203.07,16.25,Completed
O0022871,2023-10-31,C00009,S0058,P00301,2,23.85,47.7,3.82,Completed
O0022872,2025-12-08,C00263,S0019,P00177,4,55.27,221.08,16.58,Completed
O0022873,2024-01-24,C00775,S0110,P00279,2,5.88,11.76,0.94,Returned
O0022874,2024-12-06,C00396,S0129,P00072,3,50.76,152.28,12.18,Completed
O0022875,2024-03-29,C00484,S0151,P00194,3,24.06,72.18,5.77,Completed
O0022876,2023-01-30,C00819,S0092,P00238,1,8.03,8.03,0.64,Completed
O0022877,2024-01-15,C00320,S0140,P00192,4,35.49,141.96,11.36,Completed
O0022878,2025-09-19,C00816,S0063,P00293,2,50.53,101.06,8.08,Completed
O0022879,2023-10-29,C00296,S0159,P00097,2,21.85,43.7,3.5,Completed
O0022880,2025-11-04,C00624,S0080,P00208,1,13.71,13.71,1.1,Completed
O0022881,2024-10-21,C00267,S0146,P00310,1,14.38,14.38,1.15,Completed
O0022882,2025-10-12,C00193,S0120,P00306,3,15.24,45.72,3.43,Completed
O0022883,2024-11-04,C00719,S0037,P00129,4,51.32,205.28,16.42,Completed
O0022884,2023-12-04,C00381,S0155,P00187,3,46.75,140.25,11.22,Completed
O0022885,2025-12-17,C00628,S0114,P00186,4,58.63,234.52,18.76,Completed
O0022886,2025-12-06,C00288,S0041,P00272,1,26.44,26.44,2.12,Completed
O0022887,2025-01-08,C00277,S0005,P00014,4,41.97,167.88,13.43,Completed
O0022888,2023-10-04,C00438,S0058,P00138,5,21.82,109.1,8.73,Completed
O0022889,2025-08-21,C00073,S0107,P00011,1,29.79,29.79,2.23,Returned
O0022890,2025-06-13,C00613,S0045,P00115,1,23.71,23.71,1.9,Completed
O0022891,2024-12-27,C00799,S0004,P00160,1,68.04,68.04,5.1,Completed
O0022892,2023-09-21,C00393,S0098,P00191,2,40.21,80.42,6.03,Completed
O0022893,2023-01-20,C00032,S0099,P00196,4,50.51,202.04,16.16,Completed
O0022894,2023-07-01,C00141,S0124,P00265,3,20.76,62.28,4.98,Completed
O0022895,2024-05-17,C00708,S0158,P00207,2,7.68,15.36,1.23,Completed
O0022896,2025-08-13,C00771,S0010,P00012,2,28.77,57.54,4.32,Completed
O0022897,2023-12-31,C00436,S0073,P00191,1,59.09,59.09,4.73,Completed
O0022898,2023-09-18,C00352,S0005,P00233,1,5.26,5.26,0.42,Completed
O0022899,2025-08-14,C00479,S0053,P00187,4,39.92,159.68,12.77,Completed
O0022900,2024-03-24,C00514,S0148,P00267,2,61.26,122.52,9.8,Completed
O0022901,2024-12-02,C00615,S0045,P00279,1,7.29,7.29,0.58,Completed
O0022902,2024-09-23,C00743,S0096,P00092,4,28.76,115.04,8.63,Completed
O0022903,2024-11-29,C00342,S0098,P00215,3,42.17,126.51,9.49,Completed
O0022904,2025-09-05,C00328,S0023,P00161,3,41.23,123.69,9.28,Completed
O0022905,2023-05-09,C00097,S0067,P00101,1,46.55,46.55,3.72,Completed
O0022906,2023-12-07,C00742,S0045,P00290,3,46.94,140.82,11.27,Completed
O0022907,2025-03-23,C00225,S0064,P00063,1,33.14,33.14,2.65,Returned
O0022908,2025-10-29,C00722,S0141,P00007,3,11.42,34.26,2.57,Completed
O0022909,2024-07-12,C00334,S0050,P00147,2,51.36,102.72,8.22,Completed
O0022910,2024-07-26,C00743,S0143,P00150,6,21.92,131.52,9.86,Returned
O0022911,2023-03-16,C00200,S0025,P00251,6,8.78,52.68,4.21,Completed
O0022912,2023-12-29,C00526,S0007,P00199,2,53.49,106.98,8.56,Completed
O0022913,2023-08-01,C00586,S0072,P00129,1,45.47,45.47,3.64,Completed
O0022914,2024-04-09,C00588,S0068,P00045,1,51.41,51.41,4.11,Completed
O0022915,2025-07-19,C00419,S0085,P00153,2,38.03,76.06,6.08,Completed
O0022916,2023-07-19,C00298,S0138,P00253,4,21.13,84.52,6.76,Completed
O0022917,2023-12-22,C00510,S0072,P00300,2,58.76,117.52,9.4,Completed
O0022918,2024-06-02,C00836,S0059,P00194,2,25.25,50.5,4.04,Completed
O0022919,2023-11-05,C00602,S0026,P00162,5,41.17,205.85,16.47,Completed
O0022920,2024-11-12,C00711,S0023,P00242,3,52.21,156.63,11.75,Completed
O0022921,2023-11-18,C00309,S0021,P00219,3,80.28,240.84,19.27,Completed
O0022922,2025-09-25,C00746,S0089,P00175,2,18.89,37.78,3.02,Completed
O0022923,2023-05-03,C00250,S0013,P00291,2,37.26,74.52,5.59,Completed
O0022924,2024-08-14,C00463,S0022,P00051,1,49.55,49.55,3.96,Completed
O0022925,2025-07-01,C00799,S0060,P00265,3,19.9,59.7,4.78,Completed
O0022926,2023-02-28,C00511,S0049,P00117,1,9.83,9.83,0.74,Completed
O0022927,2024-06-18,C00663,S0104,P00237,4,38.04,152.16,12.17,Completed
O0022928,2025-06-30,C00539,S0145,P00071,2,32.61,65.22,5.22,Completed
O0022929,2025-04-04,C00176,S0129,P00129,2,41.57,83.14,6.65,Completed
O0022930,2023-06-10,C00589,S0044,P00196,2,50.47,100.94,7.57,Completed
O0022931,2025-05-11,C00872,S0018,P00019,4,5.87,23.48,1.88,Completed
O0022932,2023-07-09,C00152,S0145,P00149,5,38.93,194.65,15.57,Completed
O0022933,2025-01-26,C00721,S0041,P00289,6,29.81,178.86,14.31,Cancelled
O0022934,2023-12-29,C00265,S0098,P00109,3,56.31,168.93,12.67,Completed
O0022935,2023-05-10,C00306,S0095,P00056,2,5.93,11.86,0.95,Completed
O0022936,2024-06-10,C00464,S0108,P00228,1,38.26,38.26,2.87,Completed
O0022937,2023-12-04,C00575,S0158,P00099,2,53.26,106.52,8.52,Completed
O0022938,2023-09-28,C00441,S0086,P00181,3,14.12,42.36,3.39,Completed
O0022939,2024-07-26,C00292,S0046,P00024,3,16.96,50.88,4.07,Cancelled
O0022940,2025-12-17,C00045,S0140,P00138,1,24.29,24.29,1.94,Completed
O0022941,2025-04-08,C00593,S0065,P00007,2,11.77,23.54,1.88,Completed
O0022942,2023-08-31,C00648,S0116,P00170,1,55.76,55.76,4.46,Completed
O0022943,2025-06-14,C00764,S0110,P00054,4,59.57,238.28,19.06,Completed
O0022944,2025-11-05,C00256,S0041,P00170,2,65.7,131.4,10.51,Completed
O0022945,2023-11-13,C00252,S0075,P00072,4,49.61,198.44,14.88,Completed
O0022946,2023-11-14,C00797,S0006,P00147,3,60.1,180.3,13.52,Completed
O0022947,2025-03-26,C00627,S0142,P00259,2,11.59,23.18,1.85,Completed
O0022948,2024-04-03,C00460,S0016,P00284,1,30.91,30.91,2.47,Completed
O0022949,2023-04-14,C00342,S0021,P00018,4,24.73,98.92,7.91,Completed
O0022950,2024-11-24,C00427,S0065,P00272,2,25.91,51.82,4.15,Completed
O0022951,2025-07-06,C00875,S0036,P00152,3,49.76,149.28,11.94,Completed
O0022952,2023-08-23,C00008,S0044,P00232,2,5.38,10.76,0.81,Completed
O0022953,2024-02-26,C00670,S0028,P00185,1,24.84,24.84,1.99,Completed
O0022954,2023-05-15,C00492,S0075,P00032,3,13.51,40.53,3.04,Completed
O0022955,2024-08-15,C00388,S0056,P00223,1,29.64,29.64,2.22,Completed
O0022956,2023-08-16,C00437,S0051,P00141,2,46.07,92.14,7.37,Completed
O0022957,2023-04-21,C00352,S0085,P00023,6,40.12,240.72,19.26,Completed
O0022958,2025-03-30,C00808,S0022,P00089,2,47.78,95.56,7.64,Completed
O0022959,2025-07-11,C00660,S0094,P00096,1,68.87,68.87,5.51,Completed
O0022960,2024-01-10,C00727,S0022,P00154,5,7.36,36.8,2.94,Completed
O0022961,2025-08-10,C00786,S0103,P00244,2,48.48,96.96,7.76,Completed
O0022962,2023-07-19,C00867,S0120,P00210,1,16.43,16.43,1.23,Completed
O0022963,2025-03-14,C00141,S0073,P00076,2,42.65,85.3,6.82,Completed
O0022964,2023-08-11,C00380,S0120,P00113,2,37.01,74.02,5.55,Completed
O0022965,2025-05-04,C00885,S0127,P00144,3,31.72,95.16,7.61,Completed
O0022966,2025-09-15,C00361,S0156,P00127,2,13.22,26.44,2.12,Completed
O0022967,2023-07-17,C00541,S0105,P00199,1,52.4,52.4,4.19,Completed
O0022968,2023-06-12,C00782,S0150,P00181,1,14.83,14.83,1.04,Completed
O0022969,2023-03-03,C00817,S0052,P00256,4,41.32,165.28,12.4,Completed
O0022970,2023-02-12,C00328,S0073,P00320,2,49.56,99.12,7.93,Completed
O0022971,2025-07-14,C00228,S0012,P00221,1,44.92,44.92,3.59,Completed
O0022972,2025-05-11,C00280,S0124,P00158,3,51.81,155.43,12.43,Completed
O0022973,2023-05-27,C00254,S0040,P00092,3,29.15,87.45,7.0,Completed
O0022974,2024-01-27,C00782,S0012,P00127,2,12.72,25.44,2.04,Completed
O0022975,2025-01-12,C00316,S0056,P00028,1,40.89,40.89,3.07,Completed
O0022976,2023-04-29,C00557,S0042,P00036,2,49.94,99.88,7.49,Completed
O0022977,2023-09-24,C00123,S0050,P00159,2,19.4,38.8,3.1,Completed
O0022978,2025-11-22,C00520,S0070,P00224,2,50.69,101.38,7.6,Completed
O0022979,2024-03-20,C00807,S0052,P00112,2,44.21,88.42,6.63,Completed
O0022980,2024-05-31,C00281,S0131,P00312,2,74.16,148.32,11.12,Completed
O0022981,2023-05-23,C00423,S0089,P00142,2,22.26,44.52,3.56,Completed
O0022982,2024-10-27,C00152,S0122,P00202,4,36.13,144.52,11.56,Completed
O0022983,2024-01-14,C00187,S0150,P00035,2,6.63,13.26,0.93,Completed
O0022984,2023-05-31,C00350,S0005,P00087,2,21.89,43.78,3.5,Completed
O0022985,2024-02-10,C00847,S0109,P00317,3,53.33,159.99,12.8,Completed
O0022986,2025-01-09,C00898,S0099,P00271,1,18.45,18.45,1.48,Completed
O0022987,2025-07-28,C00646,S0023,P00114,4,33.58,134.32,10.07,Completed
O0022988,2024-07-17,C00300,S0095,P00023,1,41.68,41.68,3.33,Returned
O0022989,2025-04-14,C00070,S0043,P00267,2,60.27,120.54,9.64,Completed
O0022990,2025-09-06,C00446,S0019,P00280,1,17.96,17.96,1.35,Completed
O0022991,2024-12-31,C00141,S0157,P00004,2,62.08,124.16,9.31,Completed
O0022992,2024-04-14,C00761,S0129,P00145,2,30.86,61.72,4.94,Completed
O0022993,2025-10-29,C00217,S0049,P00042,5,34.43,172.15,12.91,Completed
O0022994,2025-08-03,C00216,S0052,P00013,2,50.47,100.94,7.57,Completed
O0022995,2023-05-25,C00417,S0096,P00046,4,55.8,223.2,16.74,Completed
O0022996,2023-08-25,C00167,S0081,P00280,2,19.45,38.9,3.11,Cancelled
O0022997,2023-03-01,C00889,S0058,P00068,4,34.09,136.36,10.91,Completed
O0022998,2024-08-21,C00394,S0056,P00139,5,15.14,75.7,5.68,Completed
O0022999,2025-01-29,C00120,S0133,P00081,5,44.1,220.5,17.64,Completed
O0023000,2025-07-15,C00680,S0079,P00129,3,47.95,143.85,11.51,Completed
O0023001,2024-02-19,C00558,S0136,P00226,5,21.13,105.65,8.45,Completed
O0023002,2025-02-16,C00033,S0113,P00222,2,50.25,100.5,8.04,Completed
O0023003,2023-11-29,C00474,S0133,P00233,1,6.43,6.43,0.51,Completed
O0023004,2024-04-20,C00749,S0068,P00094,1,33.64,33.64,2.69,Completed
O0023005,2024-02-27,C00287,S0039,P00052,1,20.7,20.7,1.66,Completed
O0023006,2025-05-30,C00576,S0061,P00309,1,15.49,15.49,1.24,Completed
O0023007,2024-12-11,C00419,S0152,P00212,2,27.97,55.94,4.48,Completed
O0023008,2024-11-26,C00734,S0124,P00014,1,53.62,53.62,4.29,Completed
O0023009,2025-09-22,C00489,S0127,P00130,3,17.52,52.56,4.2,Completed
O0023010,2024-03-04,C00332,S0003,P00108,3,20.96,62.88,5.03,Returned
O0023011,2024-08-29,C00193,S0154,P00244,1,45.1,45.1,3.61,Cancelled
O0023012,2024-03-12,C00537,S0077,P00065,1,55.85,55.85,4.19,Completed
O0023013,2025-02-26,C00311,S0124,P00296,3,41.39,124.17,9.93,Completed
O0023014,2024-10-08,C00748,S0021,P00019,2,5.57,11.14,0.89,Completed
O0023015,2025-11-05,C00658,S0075,P00089,3,57.94,173.82,13.04,Completed
O0023016,2025-05-29,C00052,S0033,P00021,3,36.93,110.79,8.86,Completed
O0023017,2024-04-07,C00467,S0070,P00003,2,20.93,41.86,3.14,Completed
O0023018,2023-03-31,C00024,S0064,P00053,2,16.36,32.72,2.62,Completed
O0023019,2023-04-12,C00396,S0046,P00194,3,25.03,75.09,6.01,Completed
O0023020,2024-03-26,C00865,S0100,P00289,2,34.3,68.6,5.49,Completed
O0023021,2024-07-30,C00232,S0038,P00068,3,35.67,107.01,8.56,Completed
O0023022,2025-05-24,C00140,S0133,P00034,1,7.0,7.0,0.56,Completed
O0023023,2023-07-31,C00374,S0024,P00227,1,68.08,68.08,5.45,Completed
O0023024,2025-04-08,C00447,S0141,P00073,3,36.52,109.56,8.22,Completed
O0023025,2024-04-13,C00448,S0031,P00213,3,14.77,44.31,3.54,Completed
O0023026,2024-10-07,C00722,S0135,P00124,3,28.16,84.48,6.76,Completed
O0023027,2023-10-12,C00194,S0128,P00248,2,25.57,51.14,3.58,Completed
O0023028,2023-06-10,C00183,S0016,P00014,4,43.64,174.56,13.96,Completed
O0023029,2023-10-20,C00847,S0005,P00144,4,33.0,132.0,10.56,Completed
O0023030,2025-08-25,C00223,S0013,P00125,1,44.81,44.81,3.36,Completed
O0023031,2025-02-08,C00524,S0001,P00245,2,42.12,84.24,6.32,Returned
O0023032,2024-12-14,C00558,S0089,P00288,2,36.93,73.86,5.91,Completed
O0023033,2025-12-28,C00050,S0140,P00178,3,70.14,210.42,16.83,Completed
O0023034,2024-08-04,C00571,S0108,P00222,3,53.85,161.55,12.12,Completed
O0023035,2025-06-21,C00542,S0045,P00289,2,36.01,72.02,5.76,Cancelled
O0023036,2025-10-23,C00240,S0153,P00310,3,12.53,37.59,3.01,Completed
O0023037,2024-05-08,C00082,S0037,P00230,6,28.05,168.3,13.46,Completed
O0023038,2024-02-29,C00023,S0039,P00069,3,57.46,172.38,13.79,Completed
O0023039,2024-10-22,C00091,S0085,P00240,3,39.49,118.47,9.48,Completed
O0023040,2023-07-11,C00592,S0037,P00082,1,22.93,22.93,1.83,Completed
O0023041,2025-01-07,C00519,S0067,P00306,1,13.93,13.93,1.11,Completed
O0023042,2024-01-30,C00854,S0095,P00248,3,23.6,70.8,5.66,Completed
O0023043,2024-07-26,C00093,S0046,P00199,5,53.84,269.2,21.54,Completed
O0023044,2025-11-14,C00455,S0085,P00032,1,17.46,17.46,1.4,Completed
O0023045,2025-05-05,C00335,S0107,P00027,4,64.33,257.32,19.3,Completed
O0023046,2023-01-17,C00439,S0043,P00302,4,8.82,35.28,2.82,Completed
O0023047,2025-11-30,C00373,S0114,P00031,3,19.97,59.91,4.79,Completed
O0023048,2025-07-14,C00248,S0090,P00019,1,6.23,6.23,0.5,Completed
O0023049,2023-12-08,C00555,S0028,P00303,1,89.2,89.2,7.14,Completed
O0023050,2023-09-15,C00636,S0052,P00235,3,4.84,14.52,1.09,Completed
O0023051,2024-09-04,C00038,S0034,P00288,1,29.27,29.27,2.34,Completed
O0023052,2024-06-07,C00442,S0020,P00295,1,52.3,52.3,3.92,Returned
O0023053,2023-04-21,C00778,S0091,P00031,3,15.36,46.08,3.69,Completed
O0023054,2023-05-03,C00736,S0098,P00181,1,14.0,14.0,1.05,Completed
O0023055,2025-04-22,C00023,S0108,P00023,1,36.78,36.78,2.76,Completed
O0023056,2025-10-06,C00890,S0053,P00299,5,37.62,188.1,15.05,Completed
O0023057,2024-06-06,C00711,S0117,P00195,3,23.5,70.5,5.64,Completed
O0023058,2025-11-11,C00074,S0046,P00101,3,55.9,167.7,13.42,Completed
O0023059,2025-07-08,C00138,S0022,P00199,3,54.01,162.03,12.96,Completed
O0023060,2023-04-05,C00750,S0114,P00113,2,38.36,76.72,6.14,Completed
O0023061,2025-10-24,C00494,S0096,P00106,2,32.93,65.86,4.94,Completed
O0023062,2024-10-14,C00217,S0135,P00129,4,44.95,179.8,14.38,Completed
O0023063,2025-12-19,C00643,S0038,P00162,2,44.85,89.7,7.18,Completed
O0023064,2023-12-14,C00111,S0054,P00168,1,49.24,49.24,3.94,Completed
O0023065,2025-06-19,C00240,S0107,P00187,1,41.75,41.75,3.13,Completed
O0023066,2023-03-28,C00169,S0078,P00042,3,33.87,101.61,7.62,Completed
O0023067,2024-02-13,C00895,S0044,P00172,1,25.1,25.1,1.88,Completed
O0023068,2024-09-29,C00115,S0066,P00320,4,49.31,197.24,15.78,Completed
O0023069,2024-06-29,C00176,S0070,P00221,4,44.21,176.84,13.26,Completed
O0023070,2025-01-06,C00258,S0009,P00276,2,9.88,19.76,1.58,Completed
O0023071,2023-12-17,C00157,S0026,P00044,3,44.89,134.67,10.77,Completed
O0023072,2025-12-01,C00849,S0032,P00255,1,35.2,35.2,2.82,Completed
O0023073,2025-03-07,C00143,S0040,P00135,1,19.52,19.52,1.56,Completed
O0023074,2024-01-22,C00065,S0046,P00148,3,15.61,46.83,3.75,Completed
O0023075,2023-12-27,C00432,S0088,P00054,6,76.9,461.4,36.91,Completed
O0023076,2023-12-29,C00302,S0157,P00180,1,34.55,34.55,2.59,Completed
O0023077,2023-07-13,C00581,S0047,P00064,1,52.09,52.09,4.17,Completed
O0023078,2023-08-24,C00196,S0052,P00258,3,33.93,101.79,7.63,Returned
O0023079,2023-04-01,C00185,S0075,P00240,3,38.68,116.04,8.7,Completed
O0023080,2024-01-13,C00761,S0061,P00198,1,13.94,13.94,1.12,Completed
O0023081,2023-01-12,C00361,S0094,P00120,3,17.76,53.28,4.26,Completed
O0023082,2025-10-10,C00814,S0074,P00067,3,26.17,78.51,6.28,Completed
O0023083,2024-11-24,C00437,S0093,P00097,1,30.52,30.52,2.44,Completed
O0023084,2024-07-14,C00312,S0112,P00139,4,17.57,70.28,5.62,Completed
O0023085,2024-01-14,C00753,S0057,P00021,2,37.38,74.76,5.98,Completed
O0023086,2025-04-16,C00037,S0125,P00204,1,21.24,21.24,1.7,Completed
O0023087,2023-09-08,C00845,S0140,P00017,2,46.94,93.88,7.51,Completed
O0023088,2025-06-26,C00758,S0149,P00297,5,49.16,245.8,19.66,Completed
O0023089,2024-12-09,C00786,S0102,P00268,2,31.84,63.68,5.09,Completed
O0023090,2025-05-15,C00230,S0052,P00156,3,47.54,142.62,10.7,Completed
O0023091,2023-06-13,C00636,S0004,P00240,2,42.79,85.58,6.42,Completed
O0023092,2023-01-15,C00867,S0154,P00319,1,16.32,16.32,1.31,Completed
O0023093,2025-05-26,C00037,S0105,P00182,3,9.22,27.66,2.21,Completed
O0023094,2024-06-28,C00577,S0051,P00286,2,23.9,47.8,3.82,Completed
O0023095,2024-01-16,C00685,S0159,P00215,1,31.51,31.51,2.52,Completed
O0023096,2024-12-30,C00176,S0118,P00184,3,47.39,142.17,11.37,Completed
O0023097,2024-03-13,C00483,S0034,P00040,2,17.48,34.96,2.8,Completed
O0023098,2024-02-24,C00298,S0117,P00288,3,28.7,86.1,6.89,Completed
O0023099,2023-04-16,C00771,S0048,P00298,1,22.77,22.77,1.71,Completed
O0023100,2024-02-21,C00675,S0049,P00058,4,35.09,140.36,10.53,Completed
O0023101,2023-04-20,C00874,S0038,P00243,2,5.32,10.64,0.85,Completed
O0023102,2023-09-18,C00148,S0138,P00274,3,52.56,157.68,12.61,Completed
O0023103,2023-09-13,C00535,S0019,P00143,2,5.42,10.84,0.81,Completed
O0023104,2024-01-11,C00830,S0075,P00046,1,54.74,54.74,4.11,Completed
O0023105,2024-10-13,C00641,S0018,P00006,2,49.55,99.1,7.93,Completed
O0023106,2025-05-14,C00036,S0096,P00240,3,38.48,115.44,8.66,Completed
O0023107,2025-01-21,C00894,S0025,P00022,6,16.42,98.52,7.88,Completed
O0023108,2024-02-26,C00003,S0056,P00165,2,24.0,48.0,3.6,Completed
O0023109,2024-05-13,C00479,S0158,P00014,5,39.85,199.25,15.94,Completed
O0023110,2024-02-09,C00732,S0081,P00256,2,39.75,79.5,6.36,Completed
O0023111,2023-08-31,C00577,S0157,P00269,4,38.28,153.12,11.48,Completed
O0023112,2025-06-23,C00377,S0005,P00163,1,56.83,56.83,4.55,Returned
O0023113,2023-04-24,C00215,S0073,P00109,1,44.46,44.46,3.56,Returned
O0023114,2023-02-10,C00553,S0077,P00103,1,15.96,15.96,1.2,Completed
O0023115,2024-01-24,C00160,S0017,P00207,1,8.03,8.03,0.64,Completed
O0023116,2025-05-27,C00784,S0014,P00187,4,38.34,153.36,12.27,Completed
O0023117,2024-05-04,C00288,S0077,P00280,2,18.94,37.88,2.84,Completed
O0023118,2023-06-18,C00381,S0076,P00091,2,21.39,42.78,3.21,Completed
O0023119,2025-10-26,C00292,S0018,P00040,3,18.27,54.81,4.38,Completed
O0023120,2024-05-18,C00765,S0151,P00279,4,6.35,25.4,2.03,Completed
O0023121,2023-11-01,C00381,S0096,P00309,2,20.9,41.8,3.14,Returned
O0023122,2025-03-08,C00456,S0020,P00068,1,33.11,33.11,2.48,Completed
