TransactionID,Date,ProductLine,Channel,Region,Units,ListRevenue,DiscountPct,NetRevenue,MaterialCost,LaborCost,FreightCost,ManufacturingOverhead,COGS,GrossProfit,GrossMarginPct
100403,2025-03-13,Enterprise Hardware,Enterprise,East,7,6253.03,0.0642,5851.59,1712.17,459.32,290.02,230.23,2691.73,3159.86,0.54
100404,2025-03-08,Enterprise Hardware,E-commerce,East,5,4297.26,0.1033,3853.53,1134.45,310.43,175.95,151.8,1772.63,2080.91,0.54
100405,2025-03-21,Software Licenses,Enterprise,South,7,2084.14,0.0757,1926.27,193.48,54.6,29.72,30.41,308.2,1618.07,0.84
100406,2025-04-01,Accessories,Enterprise,Central,1,89.04,0.1049,79.7,15.77,3.75,1.91,2.49,23.91,55.79,0.7
100407,2025-04-04,Software Licenses,Direct,Central,12,3722.13,0.07,3461.66,347.64,85.92,54.15,66.16,553.87,2907.8,0.84
100408,2025-04-09,Enterprise Hardware,Enterprise,East,4,3137.43,0.0653,2932.48,894.35,220.18,119.95,114.45,1348.94,1583.54,0.54
100409,2025-04-18,Networking,Enterprise,West,3,1907.27,0.0995,1717.42,434.99,103.11,71.0,112.21,721.32,996.1,0.58
100410,2025-04-24,Software Licenses,Enterprise,West,10,3246.09,0.0101,3213.29,346.34,72.6,55.04,40.15,514.13,2699.16,0.84
100411,2025-04-27,Accessories,Direct,Central,11,1040.07,0.1146,920.88,172.96,44.02,25.08,34.21,276.27,644.62,0.7
100412,2025-04-10,Services,Enterprise,Central,6,3372.31,0.1092,3004.19,437.02,103.82,58.24,121.93,721.0,2283.18,0.76
100413,2025-04-23,Consumer Devices,E-commerce,West,2,824.47,0.1212,724.54,179.35,43.05,26.66,26.27,275.33,449.22,0.62
100414,2025-04-08,Software Licenses,Enterprise,East,4,1269.42,0.0762,1172.67,124.5,26.44,18.29,18.4,187.63,985.05,0.84
100415,2025-04-14,Accessories,Partner,East,1,98.37,0,98.37,19.37,4.64,2.16,3.34,29.51,68.86,0.7
100416,2025-04-12,Accessories,Partner,South,1,100.29,0.1474,85.51,17.03,4.84,2.73,1.05,25.65,59.86,0.7
100417,2025-04-07,Services,Enterprise,Central,5,2737.25,0.056,2583.91,405.72,102.98,47.87,63.58,620.14,1963.77,0.76
100418,2025-04-07,Networking,Enterprise,East,7,4861.45,0,4861.45,1383.94,301.43,148.55,207.89,2041.81,2819.64,0.58
100419,2025-04-04,Accessories,E-commerce,Central,9,893.49,0.128,779.11,158.52,42.44,25.0,7.77,233.73,545.38,0.7
100420,2025-04-02,Accessories,E-commerce,Central,4,374.69,0.0914,340.42,67.08,17.7,10.93,6.42,102.13,238.29,0.7
100421,2025-04-13,Consumer Devices,E-commerce,South,9,4033.75,0.0628,3780.46,940.86,270.01,121.07,104.64,1436.58,2343.89,0.62
100422,2025-04-28,Consumer Devices,Direct,East,6,2536.88,0.1158,2243.11,569.65,160.39,84.25,38.09,852.38,1390.73,0.62
100423,2025-04-16,Software Licenses,Enterprise,East,6,1745.89,0.1114,1551.36,152.94,35.06,25.82,34.4,248.22,1303.14,0.84
100424,2025-04-13,Consumer Devices,Enterprise,South,11,4771.81,0.0276,4640.24,1102.81,289.31,155.72,215.45,1763.29,2876.95,0.62
100425,2025-04-02,Services,Enterprise,West,4,2417.04,0.0608,2270.2,368.45,85.23,55.81,35.36,544.85,1725.35,0.76
100426,2025-04-15,Consumer Devices,Enterprise,Central,2,838.93,0.0122,828.67,206.7,56.37,24.65,27.18,314.89,513.77,0.62
100427,2025-04-09,Accessories,E-commerce,East,9,791.1,0.0852,723.7,137.81,34.56,15.55,29.18,217.11,506.59,0.7
100428,2025-04-15,Services,Direct,Central,9,4855.42,0.1232,4257.45,688.19,153.62,89.77,90.21,1021.79,3235.66,0.76
100429,2025-04-04,Services,Partner,West,4,2401.67,0.0801,2209.29,355.76,97.23,55.01,22.22,530.23,1679.06,0.76
100430,2025-04-02,Enterprise Hardware,Direct,West,11,9667.89,0.1484,8233.15,2385.96,714.37,379.55,307.37,3787.25,4445.9,0.54
100431,2025-04-14,Networking,Partner,Central,1,689.64,0.1313,599.12,162.85,39.64,26.34,22.8,251.63,347.49,0.58
100432,2025-04-16,Enterprise Hardware,Enterprise,South,9,7914.6,0.073,7337.01,2029.85,616.97,362.08,366.13,3375.02,3961.98,0.54
100433,2025-04-25,Services,Partner,Central,4,2240.83,0.0837,2053.29,317.12,89.78,35.77,50.12,492.79,1560.5,0.76
100434,2025-04-08,Services,Direct,East,8,4258.02,0.0354,4107.21,609.63,144.24,90.8,141.06,985.73,3121.48,0.76
100435,2025-04-20,Enterprise Hardware,Direct,South,9,8256.53,0.0762,7627.29,2157.46,589.24,381.14,380.71,3508.55,4118.74,0.54
100436,2025-04-19,Consumer Devices,Enterprise,Central,4,1566.86,0,1566.86,387.08,86.27,48.57,73.49,595.41,971.45,0.62
100437,2025-04-05,Enterprise Hardware,Direct,South,2,1813.84,0.0977,1636.63,503.62,134.31,73.61,41.31,752.85,883.78,0.54
100438,2025-04-14,Consumer Devices,Enterprise,West,8,3512.88,0,3512.88,857.12,235.45,99.98,142.34,1334.89,2177.98,0.62
100439,2025-04-25,Enterprise Hardware,Partner,Central,12,10148.06,0.0228,9917.15,3028.32,653.28,355.78,524.52,4561.89,5355.26,0.54
100440,2025-04-17,Services,E-commerce,West,8,4743.67,0.0506,4503.76,693.1,152.25,88.24,147.31,1080.9,3422.86,0.76
100441,2025-04-28,Services,Direct,East,3,1654.98,0.0723,1535.35,221.38,62.69,38.92,45.5,368.48,1166.87,0.76
100442,2025-04-25,Consumer Devices,E-commerce,East,12,5372.14,0.0311,5205.14,1193.65,340.85,190.48,252.97,1977.95,3227.19,0.62
100443,2025-04-21,Software Licenses,Enterprise,South,11,3354.87,0.0879,3060.12,307.33,74.48,41.7,66.11,489.62,2570.5,0.84
100444,2025-04-28,Networking,E-commerce,East,7,4723.67,0.082,4336.2,1142.67,261.92,156.91,259.7,1821.21,2515.0,0.58
100445,2025-04-03,Software Licenses,Direct,Central,2,577.71,0.0105,571.65,60.39,14.18,6.78,10.11,91.46,480.19,0.84
100446,2025-04-19,Software Licenses,E-commerce,Central,11,3404.9,0.1299,2962.7,314.83,82.57,36.86,39.78,474.03,2488.67,0.84
100447,2025-04-22,Consumer Devices,E-commerce,East,11,4458.38,0.1365,3849.63,938.36,226.7,139.22,158.58,1462.86,2386.77,0.62
100448,2025-04-12,Accessories,Direct,West,6,548.94,0.0656,512.94,94.46,23.64,15.1,20.67,153.88,359.06,0.7
100449,2025-04-16,Networking,Enterprise,East,5,3572.39,0.1048,3197.94,865.36,229.9,135.9,111.99,1343.14,1854.81,0.58
100450,2025-04-19,Accessories,Enterprise,Central,11,1009.82,0.051,958.28,190.91,54.27,31.32,10.99,287.48,670.8,0.7
100451,2025-04-05,Software Licenses,Enterprise,West,1,295.71,0.0732,274.07,29.04,8.01,4.74,2.06,43.85,230.22,0.84
100452,2025-04-21,Enterprise Hardware,Partner,South,4,3244.49,0.0513,3078.01,953.84,234.5,150.44,77.1,1415.89,1662.13,0.54
100453,2025-04-04,Networking,Enterprise,South,12,8687.83,0.0714,8067.53,2084.93,639.9,359.56,303.96,3388.36,4679.17,0.58
100454,2025-04-02,Consumer Devices,Partner,South,7,3076.86,0.061,2889.2,707.15,194.41,107.02,89.31,1097.9,1791.3,0.62
100455,2025-04-22,Accessories,E-commerce,South,10,989.38,0,989.38,199.35,51.13,32.49,13.84,296.81,692.57,0.7
100456,2025-04-09,Services,Enterprise,Central,6,3142.47,0.0645,2939.68,460.35,114.03,60.46,70.68,705.52,2234.16,0.76
100457,2025-04-02,Software Licenses,E-commerce,West,5,1523.45,0.1177,1344.12,135.6,36.33,15.65,27.47,215.06,1129.06,0.84
100458,2025-04-07,Software Licenses,Enterprise,West,6,1772.72,0.1663,1477.87,143.69,39.75,22.45,30.57,236.46,1241.41,0.84
100459,2025-04-11,Services,Direct,West,6,3421.24,0.0797,3148.47,512.1,121.7,68.23,53.6,755.63,2392.84,0.76
100460,2025-04-28,Enterprise Hardware,Enterprise,Central,11,10097.0,0.1199,8886.7,2465.07,636.96,365.28,620.57,4087.88,4798.82,0.54
100461,2025-04-12,Accessories,Partner,Central,11,1014.33,0.0118,1002.32,200.26,46.28,26.83,27.33,300.7,701.63,0.7
100462,2025-04-26,Software Licenses,Direct,West,3,906.56,0.0531,858.46,91.47,24.12,13.53,8.23,137.35,721.11,0.84
100463,2025-04-09,Software Licenses,Direct,Central,12,3706.4,0.0493,3523.78,378.6,91.66,57.97,35.58,563.81,2959.98,0.84
100464,2025-04-16,Enterprise Hardware,Enterprise,South,4,3600.78,0.0738,3335.18,1022.51,281.91,152.16,77.61,1534.18,1801.0,0.54
100465,2025-04-28,Accessories,Enterprise,Central,3,268.96,0,268.96,52.1,12.23,8.75,7.61,80.69,188.27,0.7
100466,2025-04-03,Services,Direct,Central,10,5225.3,0.1432,4477.08,700.83,166.49,76.89,130.3,1074.5,3402.58,0.76
100467,2025-04-26,Consumer Devices,Partner,Central,9,3667.06,0.1261,3204.72,808.1,181.33,86.93,141.43,1217.79,1986.92,0.62
100468,2025-04-15,Services,Partner,West,8,4145.3,0.1631,3469.4,512.1,150.25,72.37,97.94,832.66,2636.75,0.76
100469,2025-04-24,Consumer Devices,Direct,Central,10,4469.76,0.0278,4345.37,1027.53,299.42,136.38,187.92,1651.24,2694.13,0.62
100470,2025-04-25,Services,Enterprise,East,10,5856.56,0.0832,5369.16,806.62,222.11,137.38,122.49,1288.6,4080.56,0.76
100471,2025-04-10,Consumer Devices,E-commerce,Central,12,4781.38,0,4781.38,1096.38,259.86,182.66,278.02,1816.92,2964.45,0.62
100472,2025-04-19,Networking,Direct,East,11,7266.0,0.0606,6825.74,1741.79,501.3,219.9,403.82,2866.81,3958.93,0.58
100473,2025-04-09,Consumer Devices,E-commerce,West,9,3706.43,0.0679,3454.61,817.36,241.77,100.97,152.65,1312.75,2141.86,0.62
100474,2025-04-01,Enterprise Hardware,Enterprise,Central,1,797.78,0.1189,702.96,213.1,51.58,29.3,29.39,323.36,379.6,0.54
100475,2025-04-25,Software Licenses,Partner,West,1,292.73,0.0585,275.6,28.64,6.24,4.78,4.43,44.1,231.5,0.84
100476,2025-04-13,Enterprise Hardware,Enterprise,West,4,3336.22,0.0717,3096.88,883.7,242.69,110.52,187.65,1424.56,1672.31,0.54
100477,2025-04-11,Software Licenses,Partner,Central,2,628.97,0.1058,562.45,60.08,16.12,7.71,6.07,89.99,472.46,0.84
100478,2025-04-28,Accessories,Enterprise,Central,8,776.35,0.0691,722.72,143.13,37.6,23.76,12.33,216.81,505.9,0.7
100479,2025-04-16,Consumer Devices,Partner,South,3,1159.99,0.0687,1080.29,270.27,62.63,39.64,37.97,410.51,669.78,0.62
100480,2025-04-21,Enterprise Hardware,Direct,Central,5,4518.48,0.0932,4097.49,1199.81,355.21,165.44,164.38,1884.84,2212.64,0.54
100481,2025-04-08,Networking,Enterprise,Central,6,4191.01,0,4191.01,1067.26,327.65,126.12,239.19,1760.22,2430.79,0.58
100482,2025-04-06,Software Licenses,Enterprise,East,6,1846.6,0.052,1750.63,173.35,41.7,25.6,39.45,280.1,1470.53,0.84
100483,2025-04-01,Software Licenses,Direct,West,7,2041.64,0.0763,1885.81,185.48,53.72,32.76,29.77,301.73,1584.08,0.84
100484,2025-04-11,Accessories,E-commerce,East,8,802.75,0.067,748.95,140.93,35.4,23.56,24.79,224.69,524.27,0.7
100485,2025-04-15,Accessories,Partner,East,10,964.03,0.0941,873.35,165.05,39.02,25.75,32.18,262.0,611.34,0.7
100486,2025-04-20,Services,Direct,West,11,6138.48,0.0707,5704.29,844.53,241.54,98.37,184.59,1369.03,4335.26,0.76
100487,2025-04-18,Software Licenses,Partner,South,6,1861.65,0.1196,1638.95,176.96,39.14,24.5,21.63,262.23,1376.71,0.84
100488,2025-04-22,Consumer Devices,Direct,Central,7,3019.14,0.0875,2754.85,679.6,191.22,110.25,65.77,1046.84,1708.01,0.62
100489,2025-04-26,Enterprise Hardware,Partner,West,1,917.76,0.0454,876.13,272.54,64.11,40.64,25.73,403.02,473.11,0.54
100490,2025-04-04,Software Licenses,E-commerce,South,12,3855.96,0,3855.96,382.58,90.04,48.34,96.0,616.95,3239.01,0.84
100491,2025-04-17,Consumer Devices,Enterprise,East,5,2267.69,0.0983,2044.86,481.72,123.15,54.66,117.51,777.05,1267.81,0.62
100492,2025-04-16,Software Licenses,Partner,Central,7,2336.57,0,2336.57,233.44,64.48,31.7,44.24,373.85,1962.72,0.84
100493,2025-04-24,Accessories,Enterprise,East,2,186.64,0.0358,179.96,33.86,8.1,5.72,6.31,53.99,125.97,0.7
100494,2025-04-15,Networking,Direct,South,11,7813.46,0.0778,7205.9,2048.75,467.08,250.68,259.98,3026.48,4179.42,0.58
100495,2025-04-27,Services,E-commerce,South,4,2254.43,0.1324,1955.94,315.75,88.66,34.9,30.11,469.42,1486.51,0.76
100496,2025-04-04,Accessories,Direct,East,7,631.53,0.1304,549.19,106.22,29.31,14.17,15.05,164.76,384.43,0.7
100497,2025-04-22,Software Licenses,Direct,South,8,2610.75,0.0963,2359.23,227.63,68.43,35.51,45.91,377.48,1981.76,0.84
100498,2025-04-07,Software Licenses,Enterprise,Central,10,3154.74,0.087,2880.35,281.45,74.2,42.43,62.77,460.86,2419.49,0.84
100499,2025-04-10,Accessories,Enterprise,East,6,588.59,0.1642,491.93,95.02,25.52,11.95,15.08,147.58,344.35,0.7
100500,2025-04-03,Enterprise Hardware,Partner,West,5,4039.48,0.11,3595.02,1009.04,284.67,133.12,226.88,1653.71,1941.31,0.54
100501,2025-04-14,Consumer Devices,Enterprise,South,7,2918.48,0.097,2635.47,664.79,159.93,107.85,68.9,1001.48,1633.99,0.62
100502,2025-04-19,Networking,Enterprise,West,4,2824.89,0.127,2466.23,675.66,188.94,105.83,65.38,1035.82,1430.41,0.58
100503,2025-04-04,Enterprise Hardware,Direct,Central,9,7988.59,0.0773,7370.81,2166.03,477.27,307.11,440.16,3390.57,3980.24,0.54
100504,2025-04-25,Consumer Devices,Direct,East,3,1349.24,0.0957,1220.07,308.25,77.76,50.16,27.46,463.63,756.44,0.62
100505,2025-04-03,Enterprise Hardware,Direct,Central,8,7250.05,0.0085,7188.12,2170.18,537.45,284.01,314.89,3306.54,3881.59,0.54
100506,2025-04-11,Services,Partner,East,4,2160.57,0.0882,1969.98,288.95,70.93,36.06,76.86,472.79,1497.18,0.76
100507,2025-04-24,Enterprise Hardware,Enterprise,South,1,901.31,0.0556,851.19,250.94,61.17,38.09,41.34,391.55,459.64,0.54
100508,2025-04-21,Networking,Enterprise,West,6,4373.23,0.0067,4344.04,1232.12,301.23,164.55,126.59,1824.49,2519.54,0.58
100509,2025-04-09,Accessories,E-commerce,West,11,988.65,0.1237,866.38,175.83,48.78,20.4,14.9,259.91,606.46,0.7
100510,2025-04-04,Networking,Direct,West,1,711.27,0.1222,624.35,158.48,38.98,24.01,40.76,262.23,362.12,0.58
100511,2025-04-15,Consumer Devices,E-commerce,Central,1,434.78,0.0864,397.2,92.29,28.48,15.25,14.92,150.94,246.26,0.62
100512,2025-04-22,Enterprise Hardware,E-commerce,West,7,6114.46,0.102,5490.68,1548.92,355.39,249.03,372.38,2525.71,2964.96,0.54
100513,2025-04-11,Software Licenses,E-commerce,East,7,2095.29,0.1264,1830.42,177.2,49.11,22.19,44.37,292.87,1537.55,0.84
100514,2025-04-14,Software Licenses,Direct,East,7,2333.84,0.008,2315.21,247.94,63.68,36.08,22.74,370.43,1944.78,0.84
100515,2025-04-03,Consumer Devices,Direct,South,9,4071.0,0.1133,3609.96,866.58,239.46,128.66,137.08,1371.78,2238.17,0.62
100516,2025-04-05,Services,Enterprise,East,9,4821.91,0.0349,4653.48,706.31,209.32,95.14,106.06,1116.84,3536.65,0.76
100517,2025-04-27,Enterprise Hardware,Direct,Central,9,7238.77,0.0859,6617.16,1827.71,439.94,321.86,454.38,3043.89,3573.27,0.54
100518,2025-04-23,Networking,Enterprise,Central,12,7969.02,0.08,7331.13,1861.12,547.86,330.97,339.11,3079.07,4252.05,0.58
100519,2025-04-23,Software Licenses,Enterprise,South,9,2967.6,0.1012,2667.24,280.89,64.49,33.54,47.83,426.76,2240.48,0.84
100520,2025-04-25,Enterprise Hardware,Partner,West,4,3136.59,0.1679,2609.96,758.93,191.33,121.69,128.64,1200.58,1409.38,0.54
100521,2025-04-16,Networking,E-commerce,South,2,1343.46,0.165,1121.84,295.49,89.41,49.57,36.7,471.17,650.67,0.58
100522,2025-04-20,Networking,E-commerce,West,2,1358.02,0.1245,1189.0,337.27,76.29,52.32,33.49,499.38,689.62,0.58
100523,2025-04-25,Enterprise Hardware,Partner,West,9,8034.79,0.1548,6791.19,2059.26,466.75,333.63,264.31,3123.95,3667.24,0.54
100524,2025-04-11,Networking,Enterprise,South,1,716.97,0.0193,703.14,193.62,54.63,22.93,24.15,295.32,407.82,0.58
100525,2025-04-13,Software Licenses,Enterprise,East,12,4005.37,0.1278,3493.52,364.06,89.27,55.46,50.17,558.96,2934.55,0.84
100526,2025-04-23,Networking,Partner,South,4,2786.24,0.115,2465.87,679.82,174.16,80.82,100.87,1035.67,1430.2,0.58
100527,2025-04-04,Services,Partner,South,6,3573.75,0.0659,3338.15,540.28,149.49,70.41,40.97,801.16,2537.0,0.76
100528,2025-04-22,Enterprise Hardware,Direct,West,1,828.67,0.0457,790.81,227.68,51.19,34.19,50.72,363.77,427.04,0.54
100529,2025-04-07,Networking,Partner,East,9,6528.21,0.0741,6044.32,1590.39,371.39,202.72,374.11,2538.61,3505.7,0.58
100530,2025-04-25,Consumer Devices,Enterprise,South,4,1574.36,0.0562,1485.92,356.88,93.06,58.3,56.41,564.65,921.27,0.62
100531,2025-04-01,Software Licenses,Partner,South,2,657.82,0.1137,583.03,60.69,15.59,8.54,8.47,93.28,489.74,0.84
100532,2025-04-05,Consumer Devices,Direct,Central,12,5387.48,0,5387.48,1385.52,338.57,206.62,116.53,2047.24,3340.24,0.62
100533,2025-04-14,Accessories,Direct,South,6,606.98,0.1308,527.58,104.41,29.3,17.02,7.55,158.27,369.3,0.7
100534,2025-04-11,Networking,Direct,East,4,2739.75,0.1449,2342.67,655.65,174.41,70.41,83.45,983.92,1358.75,0.58
100535,2025-04-10,Accessories,Enterprise,Central,8,759.3,0.1222,666.54,130.33,33.01,16.92,19.69,199.96,466.58,0.7
100536,2025-04-08,Consumer Devices,E-commerce,West,12,5033.41,0.0856,4602.61,1177.54,320.55,134.31,116.59,1748.99,2853.62,0.62
100537,2025-04-04,Enterprise Hardware,Direct,West,6,5011.24,0.0964,4528.18,1278.69,395.0,177.27,232.0,2082.96,2445.22,0.54
100538,2025-04-14,Accessories,Partner,West,8,816.6,0.0725,757.37,151.61,40.36,21.7,13.54,227.21,530.16,0.7
100539,2025-04-13,Software Licenses,Direct,West,4,1279.77,0.125,1119.81,115.93,27.52,17.83,17.89,179.17,940.64,0.84
100540,2025-04-25,Enterprise Hardware,Direct,South,12,10585.32,0.0156,10419.82,3045.31,831.9,373.54,542.38,4793.12,5626.7,0.54
100541,2025-05-23,Enterprise Hardware,Direct,Central,10,8738.78,0.1464,7459.03,2244.14,507.79,308.14,371.08,3431.16,4027.88,0.54
100542,2025-05-20,Networking,Direct,South,4,2780.8,0.0988,2506.09,677.09,178.87,105.31,91.29,1052.56,1453.53,0.58
100543,2025-05-22,Enterprise Hardware,E-commerce,West,6,5207.55,0.0735,4824.69,1375.76,366.44,207.49,269.67,2219.36,2605.33,0.54
100544,2025-05-27,Networking,Enterprise,East,8,5576.01,0.07,5185.64,1470.52,404.18,209.01,94.25,2177.97,3007.67,0.58
100545,2025-05-19,Accessories,E-commerce,East,5,483.61,0.0335,467.38,85.89,25.75,14.17,14.4,140.22,327.17,0.7
100546,2025-05-13,Services,Direct,East,2,1083.68,0.0518,1027.53,155.53,37.53,19.68,33.87,246.61,780.92,0.76
100547,2025-05-03,Accessories,Enterprise,Central,10,902.59,0.1167,797.27,153.82,39.32,21.14,24.89,239.18,558.09,0.7
100548,2025-05-12,Enterprise Hardware,E-commerce,East,1,883.77,0.0323,855.25,244.19,68.52,30.88,49.83,393.42,461.84,0.54
100549,2025-05-20,Software Licenses,Partner,Central,2,597.34,0.0628,559.8,60.27,16.57,8.61,4.12,89.57,470.23,0.84
100550,2025-05-24,Software Licenses,E-commerce,West,10,3119.18,0.0987,2811.45,286.74,82.21,36.54,44.35,449.83,2361.62,0.84
100551,2025-05-11,Networking,E-commerce,Central,8,5592.39,0.0264,5444.91,1414.64,420.71,187.84,263.67,2286.86,3158.05,0.58
100552,2025-05-24,Software Licenses,Direct,West,1,333.69,0.1499,283.67,27.87,8.4,4.17,4.94,45.39,238.28,0.84
100553,2025-05-09,Consumer Devices,Partner,East,9,3772.6,0.0273,3669.46,899.72,210.37,128.25,156.06,1394.39,2275.06,0.62
100554,2025-05-27,Networking,Partner,South,3,2077.8,0.0964,1877.55,498.08,146.72,78.9,64.87,788.57,1088.98,0.58
100555,2025-05-05,Software Licenses,Enterprise,Central,4,1218.8,0.1621,1021.23,103.8,23.37,14.26,21.96,163.4,857.84,0.84
100556,2025-05-27,Accessories,Partner,West,7,665.27,0.0282,646.48,123.17,32.27,14.15,24.35,193.95,452.54,0.7
100557,2025-05-17,Software Licenses,Partner,Central,6,1911.96,0.1317,1660.18,179.66,40.15,23.75,22.07,265.63,1394.55,0.84
100558,2025-05-08,Accessories,Direct,East,10,1004.57,0.0205,983.94,186.36,49.07,31.0,28.75,295.18,688.76,0.7
100559,2025-05-01,Consumer Devices,Enterprise,South,9,3679.45,0.0571,3469.49,895.79,209.05,143.77,69.8,1318.41,2151.08,0.62
100560,2025-05-10,Consumer Devices,Enterprise,West,7,2893.61,0,2893.61,674.51,202.83,119.83,102.39,1099.57,1794.04,0.62
100561,2025-05-12,Accessories,Direct,East,4,396.5,0.0674,369.79,69.19,20.44,11.28,10.04,110.94,258.85,0.7
100562,2025-05-13,Enterprise Hardware,Enterprise,West,1,870.7,0.1032,780.83,239.33,58.67,29.18,32.0,359.18,421.65,0.54
100563,2025-05-21,Consumer Devices,Enterprise,Central,10,4497.67,0.1001,4047.63,963.17,237.38,112.16,225.39,1538.1,2509.53,0.62
100564,2025-05-21,Enterprise Hardware,Direct,South,1,893.65,0.0968,807.13,245.54,59.3,28.06,38.38,371.28,435.85,0.54
100565,2025-05-23,Accessories,E-commerce,West,6,537.64,0.1186,473.88,92.36,22.02,10.99,16.8,142.16,331.71,0.7
100566,2025-05-24,Networking,Direct,East,8,5500.8,0.0413,5273.39,1469.2,397.37,206.3,141.96,2214.83,3058.57,0.58
100567,2025-05-10,Consumer Devices,E-commerce,West,11,4966.31,0.1383,4279.44,996.7,285.51,148.9,195.07,1626.19,2653.25,0.62
100568,2025-05-23,Accessories,Partner,South,1,93.89,0.0721,87.12,16.19,4.27,2.35,3.32,26.14,60.99,0.7
100569,2025-05-12,Enterprise Hardware,Enterprise,South,2,1750.46,0,1750.46,523.92,147.22,87.62,46.44,805.21,945.25,0.54
100570,2025-05-12,Enterprise Hardware,E-commerce,West,10,8162.52,0.0424,7816.7,2243.42,592.88,258.15,501.23,3595.68,4221.02,0.54
100571,2025-05-12,Services,Direct,Central,6,3378.56,0.079,3111.62,453.13,104.9,81.45,107.32,746.79,2364.83,0.76
100572,2025-05-19,Consumer Devices,Partner,West,11,4976.2,0.1562,4198.97,1000.69,224.07,157.53,213.33,1595.61,2603.36,0.62
100573,2025-05-28,Networking,Partner,Central,7,4733.05,0.0864,4324.06,1104.33,266.97,166.97,277.83,1816.1,2507.95,0.58
100574,2025-05-04,Services,E-commerce,West,3,1792.56,0.0787,1651.52,249.12,74.19,36.53,36.52,396.36,1255.15,0.76
100575,2025-05-15,Networking,Enterprise,East,5,3357.43,0.1113,2983.91,800.27,210.85,97.78,144.34,1253.24,1730.67,0.58
100576,2025-05-24,Enterprise Hardware,Partner,Central,11,9862.39,0.0616,9254.77,2708.05,807.93,338.08,403.14,4257.2,4997.58,0.54
100577,2025-05-03,Software Licenses,Direct,South,1,332.65,0.0849,304.41,30.37,7.19,5.25,5.9,48.71,255.7,0.84
100578,2025-05-08,Software Licenses,Direct,West,9,2819.07,0.0128,2782.97,273.88,67.73,40.95,62.71,445.28,2337.69,0.84
100579,2025-05-10,Enterprise Hardware,Partner,Central,8,7189.64,0.076,6643.04,1888.69,524.3,226.15,416.66,3055.8,3587.24,0.54
100580,2025-05-22,Services,E-commerce,Central,11,5887.92,0.0313,5703.39,908.04,242.39,150.42,67.97,1368.81,4334.58,0.76
100581,2025-05-08,Accessories,E-commerce,East,1,98.24,0.0945,88.95,17.73,4.3,2.48,2.18,26.69,62.27,0.7
100582,2025-05-19,Accessories,Enterprise,West,6,610.69,0.1437,522.92,99.48,23.13,11.59,22.67,156.88,366.05,0.7
100583,2025-05-04,Services,Direct,Central,7,3651.88,0.1179,3221.22,496.59,134.83,83.61,58.06,773.09,2448.13,0.76
100584,2025-05-12,Networking,E-commerce,East,1,684.4,0.1038,613.34,160.06,42.53,24.95,30.07,257.6,355.74,0.58
100585,2025-05-18,Accessories,Enterprise,South,3,278.87,0.1356,241.05,48.06,11.74,6.7,5.82,72.31,168.73,0.7
100586,2025-05-22,Enterprise Hardware,Direct,West,6,5135.44,0.0626,4813.9,1479.99,337.55,210.22,186.64,2214.39,2599.51,0.54
100587,2025-05-16,Software Licenses,Direct,Central,5,1647.25,0.1531,1395.02,151.4,38.18,19.03,14.6,223.2,1171.82,0.84
100588,2025-05-21,Accessories,Partner,South,12,1129.23,0.1857,919.52,173.16,49.76,23.98,28.95,275.86,643.66,0.7
100589,2025-05-17,Enterprise Hardware,Direct,West,8,6523.93,0.0175,6409.64,1996.46,496.65,215.66,239.66,2948.43,3461.21,0.54
100590,2025-05-18,Enterprise Hardware,Partner,East,7,5923.47,0.0572,5584.41,1585.09,486.03,217.11,280.6,2568.83,3015.58,0.54
100591,2025-05-12,Accessories,E-commerce,West,2,197.93,0.0656,184.94,34.49,7.91,5.58,7.51,55.48,129.46,0.7
100592,2025-05-26,Enterprise Hardware,Partner,East,9,7653.46,0,7653.46,2262.51,636.52,311.59,309.97,3520.59,4132.87,0.54
100593,2025-05-15,Software Licenses,E-commerce,Central,3,918.2,0.0716,852.41,88.87,24.79,13.79,8.94,136.39,716.03,0.84
100594,2025-05-07,Consumer Devices,Direct,East,11,4254.62,0.0914,3865.75,919.26,265.15,120.97,163.61,1468.98,2396.76,0.62
100595,2025-05-12,Software Licenses,E-commerce,South,7,2106.72,0.1167,1860.93,181.28,53.09,30.15,33.23,297.75,1563.18,0.84
100596,2025-05-22,Enterprise Hardware,Enterprise,West,7,6109.72,0.1053,5466.44,1707.95,362.02,208.29,236.31,2514.56,2951.88,0.54
100597,2025-05-04,Accessories,E-commerce,West,9,908.25,0.1443,777.22,148.4,43.59,23.77,17.41,233.17,544.06,0.7
100598,2025-05-18,Consumer Devices,Direct,South,2,845.59,0.0959,764.5,183.12,45.55,23.99,37.84,290.51,473.99,0.62
100599,2025-05-06,Enterprise Hardware,E-commerce,East,3,2724.13,0.1597,2289.08,691.63,175.09,91.72,94.54,1052.98,1236.1,0.54
100600,2025-05-03,Enterprise Hardware,E-commerce,South,7,5891.55,0.0544,5570.81,1610.2,382.93,200.56,368.89,2562.57,3008.23,0.54
100601,2025-05-03,Consumer Devices,Direct,East,12,5346.02,0.0576,5037.92,1174.86,313.19,188.53,237.83,1914.41,3123.51,0.62
100602,2025-05-17,Consumer Devices,E-commerce,Central,6,2396.37,0.0792,2206.63,507.99,135.16,85.63,109.74,838.52,1368.11,0.62
